ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
QnrB50	3002765	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	1.00	1.00	2.00	5.74	37.00	0.00	0	0	0	0	N/A	N/A		645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
dfrA14	3002859	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	10.00	7.00	17.00	100.00	474.00	18.76	0	0	0	0	N/A	N/A	aadA8 (1)	474	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
OXA-101	3001439	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	15.00	2.00	17.00	89.76	719.00	6.76	0	0	0	0	N/A	N/A	OXA-676 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
LRA-1	3002482	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	1.00	1.00	2.00	8.22	73.00	1.00	0	0	0	0	N/A	N/A		888	class A LRA beta-lactamase	cephalosporin; penam	antibiotic inactivation
OXA-74	3001798	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	12.00	1.00	13.00	81.40	652.00	0.92	0	0	0	0	N/A	N/A	OXA-663 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
APH(2'')-IIa	3002635	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	2.00	6.00	35.44	319.00	29.00	0	0	0	0	N/A	N/A		900	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
SAT-4	3002897	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter coli	115.00	0.00	115.00	100.00	543.00	37.90	0	0	0	0	N/A	N/A	aad(6) (1); ANT(6)-Ia (1); APH(3')-IIIa (1)	543	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
MexT	3000814	protein overexpression model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	21.00	9.00	30.00	86.02	898.00	17.47	0	0	0	0	N/A	N/A		1044	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
MexD	3000801	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	233.00	161.00	394.00	75.35	2360.00	11.10	0	0	0	0	N/A	N/A	smeE (1); MexB (1)	3132	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
tet(41)	3000569	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	1.00	1.00	2.00	11.68	138.00	14.00	0	0	0	0	N/A	N/A		1182	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
GIM-2	3003194	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	1.00	1.00	2.00	5.58	42.00	0.00	0	0	0	0	N/A	N/A		753	GIM beta-lactamase	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	antibiotic inactivation
lmrD	3002882	protein homolog model	CARD	1	100.0	no data	no data	Lactococcus lactis	158.00	32.00	190.00	100.00	1995.00	33.67	0	0	0	0	N/A	N/A		1995	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic	antibiotic efflux
catQ	3002687	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	659.00	279.00	938.00	100.00	660.00	28.84	0	0	0	0	N/A	N/A		660	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
vanX gene in vanD cluster	3003070	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	2.00	2.00	4.00	21.02	128.00	11.00	0	0	0	0	N/A	N/A		609	vanX; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
OprA	3003039	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	43.00	41.00	84.00	10.19	143.00	8.65	0	0	0	0	N/A	N/A	OprN (1)	1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; tetracycline antibiotic	antibiotic efflux
MIR-14	3002179	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter asburiae	2.00	0.00	2.00	26.35	302.00	11.00	0	0	0	0	N/A	N/A		1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
arnA	3002985	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	58.00	24.00	82.00	77.63	1544.00	17.38	0	0	0	0	N/A	N/A		1989	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
vanT gene in vanG cluster	3002972	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	4.00	0.00	4.00	27.35	585.00	44.00	0	0	0	0	N/A	N/A		2139	glycopeptide resistance gene cluster; vanT	glycopeptide antibiotic	antibiotic target alteration
vanR gene in vanG cluster	3002926	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	3.00	3.00	6.00	12.43	88.00	11.00	0	0	0	0	N/A	N/A		708	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
AAC(6')-IIa	3002594	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	25.00	6.00	31.00	100.00	555.00	31.77	0	0	0	0	N/A	N/A	dfrB5 (1); aadA6 (1); catB2 (1); arr-2 (1)	555	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
CARB-8	3002247	protein homolog model	CARD	1	100.0	no data	no data	Oligella urethralis	1.00	1.00	2.00	7.02	63.00	0.00	0	0	0	0	N/A	N/A		897	CARB beta-lactamase	penam	antibiotic inactivation
OKP-B-17	3002450	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	17.54	151.00	1.00	0	0	0	0	N/A	N/A	OKP-B-9 (1)	861	OKP beta-lactamase	cephalosporin; penam	antibiotic inactivation
adeK	3000782	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	4.00	2.00	6.00	24.40	355.00	22.00	0	0	0	0	N/A	N/A		1455	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem	antibiotic efflux
ramA	3000823	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	6.00	6.00	12.00	90.93	341.00	18.17	0	0	0	0	N/A	N/A		375	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
GES-18	3002347	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	7.06	61.00	0.00	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
macA	3000533	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	20.00	14.00	34.00	25.45	300.00	13.00	0	0	0	0	N/A	N/A		1179	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
aadA24	3002621	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	94.00	11.00	105.00	97.31	759.00	5.73	0	0	0	0	N/A	N/A	catB8 (1); aadA23 (1); aadA6 (1); OXA-921 (1); qacEdelta1 (1); aadA (1); qacE (1); ANT(3'')-IIa (1); aadA15 (1); sul1 (1)	780	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
SHV-40	3001098	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	17.54	151.00	1.00	0	0	0	0	N/A	N/A	SHV-197 (1)	861	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-34	3001428	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	4.00	0.00	4.00	52.79	407.00	6.00	0	0	0	0	N/A	N/A		771	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
tetM	3000186	protein homolog model	CARD	1	100.0	no data	no data	Erysipelothrix rhusiopathiae	3710.00	543.00	4253.00	100.00	1920.00	34.44	0	0	0	0	N/A	N/A	tet(L) (1)	1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
TEM-143	3001006	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	17.54	151.00	1.00	0	0	0	0	N/A	N/A	TEM-183 (1)	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
DHA-5	3002138	protein homolog model	CARD	1	100.0	no data	no data	Morganella morganii	1.00	1.00	2.00	13.25	151.00	0.50	0	0	0	0	N/A	N/A		1140	DHA beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
Erm(39)	3000602	protein homolog model	CARD	1	100.0	no data	no data	Mycolicibacterium fortuitum	7.00	3.00	10.00	84.21	624.00	25.00	0	0	0	0	N/A	N/A		741	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
OXA-142	3001803	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	11.00	2.00	13.00	65.29	523.00	0.77	0	0	0	0	N/A	N/A	OXA-663 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
QnrB4	3002718	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	46.82	302.00	1.00	0	0	0	0	N/A	N/A		645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
tet36	3000197	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides coprosuis	309.00	61.00	370.00	99.32	1910.00	30.13	0	0	0	0	N/A	N/A		1923	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
AQU-1	3002993	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas dhakensis	4.00	4.00	8.00	12.51	143.00	2.75	0	0	0	0	N/A	N/A		1143	AQU beta-lactamase	cephalosporin	antibiotic inactivation
ceoA	3003009	protein homolog model	CARD	1	100.0	no data	no data	Burkholderia cepacia	3.00	3.00	6.00	6.16	75.00	11.00	0	0	0	0	N/A	N/A		1218	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic efflux
tap	3000343	protein homolog model	CARD	1	100.0	no data	no data	Mycolicibacterium fortuitum	27.00	11.00	38.00	69.51	855.00	16.63	0	0	0	0	N/A	N/A		1230	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
mphB	3000318	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	47.30	430.00	26.00	0	0	0	0	N/A	N/A		909	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
SHV-151	3001190	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	22.61	194.00	1.00	0	0	0	0	N/A	N/A		858	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-415	3001606	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	4.00	2.00	6.00	34.06	282.00	0.50	0	0	0	0	N/A	N/A		828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
lsaC	3003112	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus agalactiae	2.00	2.00	4.00	18.39	272.00	20.75	0	0	0	0	N/A	N/A		1479	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
vanO	3002913	protein homolog model	CARD	1	100.0	no data	no data	Rhodococcus hoagii	1.00	1.00	2.00	4.90	51.00	11.00	0	0	0	0	N/A	N/A		1041	glycopeptide resistance gene cluster; Van ligase	glycopeptide antibiotic	antibiotic target alteration
emrA	3000027	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	72.00	10.00	82.00	100.00	1173.00	32.80	0	0	0	0	N/A	N/A	emrR (1); Klebsiella_pneumoniae_KpnH (1); emrB (1)	1173	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
aadA16	3002616	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	22.00	10.00	32.00	88.30	747.00	8.41	0	0	0	0	N/A	N/A		846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
OXA-56	3001795	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	9.00	4.00	13.00	79.90	640.00	0.62	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
TEM-19	3000890	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	2.00	0.00	2.00	35.08	302.00	1.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
aadA11	3002611	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	160.00	113.00	273.00	100.00	846.00	9.99	0	0	0	0	N/A	N/A	aadA6/aadA10 (1); OXA-251 (1); OXA-794 (1); aadA7 (1); ANT(3'')-Ii-AAC(6')-IId_fusion_protein (1); qacEdelta1 (1); aadA6 (1)	846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
Streptococcus pneumoniae PBP1a conferring resistance to amoxicillin	3003041	protein variant model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	188.00	130.00	318.00	34.72	750.00	13.01	0	0	0	0	N/A	N/A		2160	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	cephalosporin; cephamycin; penam	antibiotic target alteration
tet(43)	3000573	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	7.00	5.00	12.00	32.95	514.00	12.83	0	0	0	0	N/A	N/A		1560	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
mexY	3003033	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	76.00	63.00	139.00	40.43	1270.00	7.16	0	0	0	0	N/A	N/A	acrB (1)	3141	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
MdtK	3001327	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	4.00	2.00	6.00	30.53	435.00	16.67	0	0	0	0	N/A	N/A		1425	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic	antibiotic efflux
VEB-2	3002371	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	0.00	2.00	33.44	301.00	1.00	0	0	0	0	N/A	N/A		900	VEB beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
ErmY	3002825	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	2.00	2.00	4.00	26.26	193.00	16.50	0	0	0	0	N/A	N/A		735	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
OXA-14	3001409	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	8.00	3.00	11.00	82.52	661.00	0.64	0	0	0	0	N/A	N/A	tet(C) (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
QnrB5	3002719	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	3.00	1.00	4.00	51.84	353.00	0.75	0	0	0	0	N/A	N/A		681	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
AAC(6')-Ie-APH(2'')-Ia	3002597	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	310.00	88.00	398.00	100.00	1440.00	31.82	0	0	0	0	N/A	N/A		1440	APH(2''); AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
GES-26	3003181	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	1.00	4.00	52.43	453.00	0.75	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
bacA	3002986	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	45.00	21.00	66.00	100.00	822.00	26.42	0	0	0	0	N/A	N/A		822	undecaprenyl pyrophosphate related proteins	peptide antibiotic	antibiotic target alteration
GES-6	3002335	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	5.00	3.00	8.00	46.41	401.00	0.50	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
APH(3'')-Ib	3002639	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	412.00	85.00	497.00	100.00	804.00	34.56	0	0	0	0	N/A	N/A	sul2 (1); APH(6)-Id (1)	804	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Iid	3002589	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus hirae	10.00	4.00	14.00	94.17	517.00	28.43	0	0	0	0	N/A	N/A		549	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
QnrS2	3002791	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	8.00	4.00	12.00	98.02	644.00	4.00	0	0	0	0	N/A	N/A		657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
CMY-59	3002069	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	12.71	151.00	16.00	0	0	0	0	N/A	N/A		1188	CMY beta-lactamase	cephamycin	antibiotic inactivation
emrB	3000074	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	58.00	9.00	67.00	100.00	1539.00	2.22	0	0	0	0	N/A	N/A	Klebsiella_pneumoniae_KpnG (1); emrA (1); Klebsiella_pneumoniae_KpnH (1)	1539	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
CTX-M-75	3001936	protein homolog model	CARD	1	100.0	no data	no data	Providencia stuartii	1.00	1.00	2.00	5.15	45.00	0.00	0	0	0	0	N/A	N/A		873	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
OXA-20	3001415	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	2.00	0.00	2.00	37.70	302.00	11.00	0	0	0	0	N/A	N/A		801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
QnrB20	3002735	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	44.35	302.00	1.00	0	0	0	0	N/A	N/A		681	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
linG	3002879	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	15.00	9.00	24.00	97.57	802.00	14.33	0	0	0	0	N/A	N/A	aadA2 (1); aadA4 (1)	822	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
MIR-11	3002176	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	1.00	0.00	1.00	13.18	151.00	1.00	0	0	0	0	N/A	N/A	MIR-5 (1)	1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
SRT-2	3002494	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	1.00	0.00	1.00	5.63	64.00	0.00	0	0	0	0	N/A	N/A	PDC-151 (1)	1137	SRT beta-lactamase	cephalosporin	antibiotic inactivation
TEM-70	3000936	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	15.33	132.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
CfxA3	3003003	protein homolog model	CARD	1	100.0	no data	no data	Capnocytophaga ochracea	39.00	15.00	54.00	100.00	966.00	1.81	0	0	0	0	N/A	N/A	CfxA5 (1); CfxA2 (1); CfxA (1)	966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
ACT-13	3001835	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter asburiae	2.00	0.00	2.00	25.83	296.00	11.00	0	0	0	0	N/A	N/A		1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
OXA-246	3001807	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	5.00	2.00	7.00	51.19	410.00	0.57	0	0	0	0	N/A	N/A	OXA-824 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
mdtE	3000795	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	49.00	7.00	56.00	99.22	1149.00	37.00	0	0	0	0	N/A	N/A	mdtF (1)	1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
BEL-3	3002387	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	1.00	3.00	31.81	271.00	0.67	0	0	0	0	N/A	N/A	BEL-1 (1)	852	BEL beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
EreB	3000363	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	19.00	5.00	24.00	90.79	1144.00	30.67	0	0	0	0	N/A	N/A		1260	macrolide esterase	macrolide antibiotic	antibiotic inactivation
marA	3000263	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	21.00	10.00	31.00	100.00	384.00	25.84	0	0	0	0	N/A	N/A	Escherichia_coli_AcrAB-TolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline (1)	384	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
lnuD	3002838	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus uberis	108.00	56.00	164.00	100.00	495.00	15.93	0	0	0	0	N/A	N/A		495	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
OXA-118	3001768	protein homolog model	CARD	1	100.0	no data	no data	Burkholderia cepacia	12.00	4.00	16.00	69.41	556.00	4.38	0	0	0	0	N/A	N/A	aadA6/aadA10 (1); OXA-205 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
mtrD	3000811	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	39.00	33.00	72.00	26.97	864.00	11.76	0	0	0	0	N/A	N/A		3204	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
MexB	3000378	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	630.00	248.00	878.00	97.84	3073.00	13.15	0	0	0	0	N/A	N/A	MexA (1); smeB (1); MexD (1); AcrF (1); smeE (1); acrB (1); AxyY (1); ceoB (1); OprZ (1)	3141	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux
tet(A)	3000165	protein homolog model	CARD	1	100.0	no data	no data	Shigella sonnei	350.00	101.00	451.00	100.00	1275.00	31.23	0	0	0	0	N/A	N/A	sul1 (1); APH(6)-Id (1)	1275	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(Z)	3000183	protein homolog model	CARD	1	100.0	no data	no data	Corynebacterium glutamicum	5.00	1.00	6.00	44.94	519.00	34.00	0	0	0	0	N/A	N/A		1155	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
cphA6	3003102	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas veronii	1.00	1.00	2.00	19.74	151.00	0.50	0	0	0	0	N/A	N/A		765	CphA beta-lactamase	carbapenem	antibiotic inactivation
arr-1	3002846	protein homolog model	CARD	1	100.0	no data	no data	Mycolicibacterium smegmatis	16.00	14.00	30.00	52.55	227.00	11.73	0	0	0	0	N/A	N/A		432	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
OXA-29	3001424	protein homolog model	CARD	1	100.0	no data	no data	Fluoribacter gormanii	1.00	1.00	2.00	15.11	121.00	11.00	0	0	0	0	N/A	N/A		801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
smeB	3003052	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	224.00	183.00	407.00	64.86	2043.00	9.69	0	0	0	0	N/A	N/A	MexA (1); MexB (1); MexW (1); ceoB (1); AcrF (1); MexF (1); smeE (1)	3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
TEM-105	3000968	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
OXA-47	3001781	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	5.00	0.00	5.00	48.01	399.00	1.00	0	0	0	0	N/A	N/A	EreA (1)	831	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
dfrB2	3003021	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	2.00	0.00	2.00	47.26	112.00	21.50	0	0	0	0	N/A	N/A	GES-20 (1); AAC(6')-Ib7 (1)	237	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
otrC	3002894	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces rimosus	6.00	6.00	12.00	28.69	303.00	9.33	0	0	0	0	N/A	N/A		1056	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
