ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
LnuP	3004601	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	3.00	1.00	4.00	53.09	266.00	29.00	0	0	0	0	N/A	N/A		501	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
Mycobacterium tuberculosis embB with mutation conferring resistance to rifampicin	3003465	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	108.00	45.00	153.00	83.89	2766.00	0.05	0	0	0	0	N/A	N/A	Mycobacterium_tuberculosis_variant_bovis_embB_with_mutation_conferring_resistance_to_ethambutol (1); Mycobacterium_tuberculosis_embA_mutant_conferring_resistance_to_ethambutol (1); Mycobacterium_tuberculosis_embB_mutant_conferring_resistance_to_ethambutol (1); Mycobacterium_tuberculosis_embC_mutant_conferring_resistance_to_ethambutol (1)	3297	rifamycin-resistant arabinosyltransferase	rifamycin antibiotic	antibiotic target alteration
Mycobacterium tuberculosis ndh with mutation conferring resistance to isoniazid	3003461	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	63.00	34.00	97.00	86.71	1207.00	0.18	0	0	0	0	N/A	N/A	Mycolicibacterium_smegmatis_ndh_with_mutation_conferring_resistance_to_isoniazid (1); Mycobacterium_tuberculosis_variant_bovis_ndh_with_mutation_conferring_resistance_to_isoniazid (1)	1392	antibiotic resistant ndh	isoniazid	antibiotic target alteration
Neisseria gonorrhoeae porin PIB (por)	3000464	protein variant model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	3.00	3.00	6.00	11.46	120.00	11.00	0	0	0	0	N/A	N/A		1047	General Bacterial Porin with reduced permeability to beta-lactams	monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; penem	reduced permeability to antibiotic
Mycobacterium tuberculosis embC mutant conferring resistance to ethambutol	3003327	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	302.00	142.00	444.00	86.54	2843.00	16.39	0	0	0	0	N/A	N/A	Mycobacterium_tuberculosis_embB_with_mutation_conferring_resistance_to_rifampicin (1)	3285	ethambutol resistant embC	polyamine antibiotic	antibiotic target alteration
Mycobacterium leprae gyrB conferring resistance to fluoroquinolones	3003304	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium leprae	27.00	21.00	48.00	38.54	785.00	11.96	0	0	0	0	N/A	N/A	Mycobacterium_tuberculosis_gyrB_mutant_conferring_resistance_to_fluoroquinolones (1)	2037	fluoroquinolone resistant gyrB	fluoroquinolone antibiotic	antibiotic target alteration
Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to neomycin	3003402	rRNA gene variant model	CARD	1	100.0	no data	no data	Escherichia coli	1122.00	278.00	1400.00	100.00	1542.00	0.36	0	0	0	0	N/A	N/A	Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_G418 (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_kanamycin_A (1); Salmonella_enterica_16S_rRNA_(rrsD)_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_tetracycline (1); Pasteurella_multocida_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsC)_mutation_conferring_resistance_to_kasugamicin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_gentamicin_C (1); Neisseria_meningitidis_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_streptomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_tetracycline (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_streptomycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_viomycin (1); Neisseria_gonorrhoeae_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsH)_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_tobramycin (1); Escherichia_coli_16S_rRNA_mutation_conferring_resistance_to_edeine (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_paromomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_spectinomycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_kanamycin_A (1); Helicobacter_pylori_16S_rRNA_mutation_conferring_resistance_to_tetracycline (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_neomycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_streptomycin (1); Borreliella_burgdorferi_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_viomycin (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_kanamycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_hygromycin_B (1); Chlamydomonas_reinhardtii_16S_rRNA_(rrnS)_mutation_conferring_resistance_to_streptomycin (1); Chlamydophila_psittaci_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_kanamycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_viomycin (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_tobramycin (1); Moraxella_catarrhalis_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics (1); Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_telithromycin (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_neomycin (1); Mycolicibacterium_smegmatis_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin (1); Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_chloramphenicol (1); Campylobacter_jejuni_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin (1)	1542	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic	antibiotic target alteration
Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to G418	3003397	rRNA gene variant model	CARD	1	100.0	no data	no data	Escherichia coli	1119.00	290.00	1409.00	100.00	1542.00	0.38	0	0	0	0	N/A	N/A	Salmonella_enterica_16S_rRNA_(rrsD)_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_paromomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_streptomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_tetracycline (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_streptomycin (1); Neisseria_gonorrhoeae_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_gentamicin_C (1); Neisseria_meningitidis_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Chlamydophila_psittaci_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsC)_mutation_conferring_resistance_to_kasugamicin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_spectinomycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_neomycin (1); Helicobacter_pylori_16S_rRNA_mutation_conferring_resistance_to_tetracycline (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_kanamycin_A (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_amikacin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_neomycin (1); Pasteurella_multocida_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Chlamydomonas_reinhardtii_16S_rRNA_(rrnS)_mutation_conferring_resistance_to_streptomycin (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_tetracycline (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_amikacin (1); Escherichia_coli_16S_rRNA_mutation_conferring_resistance_to_edeine (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_viomycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_hygromycin_B (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_tobramycin (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_capreomycin (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_streptomycin (1); Escherichia_coli_16S_rRNA_(rrsH)_mutation_conferring_resistance_to_spectinomycin (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_neomycin (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_viomycin (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_neomycin (1); Borreliella_burgdorferi_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Borreliella_burgdorferi_16S_rRNA_mutation_conferring_resistance_to_kanamycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_viomycin (1); Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_kanamycin_A (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_kanamycin (1); Mycobacterium_kansasii_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_tobramycin (1); Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_oxazolidinone_antibiotics (1); Mycolicibacterium_smegmatis_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin (1)	1542	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic	antibiotic target alteration
Salmonella enterica 16S rRNA (rrsD) mutation conferring resistance to spectinomycin	3003512	rRNA gene variant model	CARD	1	100.0	no data	no data	Salmonella enterica	13728.00	2368.00	16096.00	100.00	1544.00	5.79	0	0	0	0	N/A	N/A	Escherichia_coli_16S_rRNA_(rrsH)_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_mutation_conferring_resistance_to_edeine (1); Neisseria_meningitidis_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_streptomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_G418 (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_gentamicin_C (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_kanamycin_A (1); Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_clindamycin (1); Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_oxazolidinone_antibiotics (1); Neisseria_gonorrhoeae_23S_rRNA_with_mutation_conferring_resistance_to_azithromycin (1); Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_chloramphenicol (1); Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_telithromycin (1); Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin (1); Pasteurella_multocida_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Neisseria_gonorrhoeae_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Helicobacter_pylori_16S_rRNA_mutation_conferring_resistance_to_tetracycline (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_gentamicin_C (1); Campylobacter_jejuni_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_neomycin (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_kanamycin_A (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_tetracycline (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_neomycin (1); Escherichia_coli_16S_rRNA_(rrsC)_mutation_conferring_resistance_to_kasugamicin (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_kanamycin (1); Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_hygromycin_B (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_streptomycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_viomycin (1); Mycobacterium_intracellulare_23S_rRNA_with_mutation_conferring_resistance_to_azithromycin (1); Mycoplasma_hominis_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics (1); Mycobacterium_kansasii_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin (1); Brachyspira_hyodysenteriae_23S_rRNA_with_mutation_conferring_resistance_to_tylosin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_paromomycin (1); Cutibacterium_acnes_16S_rRNA_mutation_conferring_resistance_to_tetracycline (1); Chlamydomonas_reinhardtii_16S_rRNA_(rrnS)_mutation_conferring_resistance_to_streptomycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_viomycin (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_streptomycin (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_amikacin (1); Mycobacterium_intracellulare_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin (1); Streptomyces_ambofaciens_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_amikacin (1); Staphylococcus_aureus_23S_rRNA_with_mutation_conferring_resistance_to_linezolid (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_tetracycline (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_kanamycin_A (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_amikacin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_tobramycin (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_viomycin (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_gentamicin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_hygromycin_B (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_kanamycin_A (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_tobramycin (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_neomycin (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_capreomycin (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_tobramycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_streptomycin (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_kanamycin (1); Chlamydophila_psittaci_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Borreliella_burgdorferi_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_neomycin (1); Borreliella_burgdorferi_16S_rRNA_mutation_conferring_resistance_to_gentamicin (1); Borreliella_burgdorferi_16S_rRNA_mutation_conferring_resistance_to_kanamycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_neomycin (1)	1544	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic	antibiotic target alteration
Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolones	3003459	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	788.00	428.00	1216.00	94.08	2018.00	14.52	0	0	0	0	N/A	N/A	Neisseria_gonorrhoeae_gyrB_conferring_resistance_to_zoliflodacin (1); Mycobacterium_leprae_gyrB_conferring_resistance_to_fluoroquinolones (1); Pseudomonas_aeruginosa_parE_conferring_resistance_to_fluoroquinolones (1); Salmonella_serovars_gyrB_conferring_resistance_to_fluoroquinolones (1); Mycobacterium_tuberculosis_gyrA_conferring_resistance_to_fluoroquinolones (1); Pseudomonas_aeruginosa_gyrA_conferring_resistance_to_fluoroquinolones (1)	2145	fluoroquinolone resistant gyrB	fluoroquinolone antibiotic	antibiotic target alteration
Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to neomycin	3003544	rRNA gene variant model	CARD	1	100.0	no data	no data	Mycolicibacterium smegmatis	3177.00	724.00	3901.00	100.00	1529.00	0.59	0	0	0	0	N/A	N/A	Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_kanamycin_A (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_streptomycin (1); Neisseria_meningitidis_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_G418 (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_kanamycin_A (1); Neisseria_gonorrhoeae_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Chlamydophila_psittaci_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Borreliella_burgdorferi_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_hygromycin_B (1); Escherichia_coli_16S_rRNA_mutation_conferring_resistance_to_edeine (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_neomycin (1); Cutibacterium_acnes_16S_rRNA_mutation_conferring_resistance_to_tetracycline (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_kanamycin_A (1); Salmonella_enterica_16S_rRNA_(rrsD)_mutation_conferring_resistance_to_spectinomycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_hygromycin_B (1); Helicobacter_pylori_16S_rRNA_mutation_conferring_resistance_to_tetracycline (1); Pasteurella_multocida_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_gentamicin_C (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_neomycin (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_neomycin (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_kanamycin (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_gentamicin (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_capreomycin (1); Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin (1); Mycobacterium_intracellulare_23S_rRNA_with_mutation_conferring_resistance_to_azithromycin (1); Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics (1); Mycolicibacterium_smegmatis_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin (1); Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_oxazolidinone_antibiotics (1); Propionibacteria_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics (1); Mycobacterium_avium_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin (1); Staphylococcus_aureus_23S_rRNA_with_mutation_conferring_resistance_to_linezolid (1); Moraxella_catarrhalis_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics (1); Mycobacterium_kansasii_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin (1); Mycobacterium_tuberculosis_23S_rRNA_mutation_conferring_resistance_to_capreomycin (1); Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_clindamycin (1); Neisseria_gonorrhoeae_23S_rRNA_with_mutation_conferring_resistance_to_azithromycin (1); Streptomyces_ambofaciens_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics (1); Chlamydomonas_reinhardtii_16S_rRNA_(rrnS)_mutation_conferring_resistance_to_streptomycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_viomycin (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_viomycin (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_amikacin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_tetracycline (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_kanamycin (1); Brachyspira_hyodysenteriae_23S_rRNA_with_mutation_conferring_resistance_to_tylosin (1); Escherichia_coli_16S_rRNA_(rrsC)_mutation_conferring_resistance_to_kasugamicin (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_streptomycin (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_amikacin (1); Escherichia_coli_16S_rRNA_(rrsH)_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_streptomycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_viomycin (1); Mycobacteroides_abscessus_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_streptomycin (1); Streptococcus_pneumoniae_23S_rRNA_mutation_conferring_resistance_to_macrolides_and_streptogramins_antibiotics (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_tobramycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_neomycin (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_amikacin (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_tobramycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_paromomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_gentamicin_C (1); Borreliella_burgdorferi_16S_rRNA_mutation_conferring_resistance_to_kanamycin (1); Borreliella_burgdorferi_16S_rRNA_mutation_conferring_resistance_to_gentamicin (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_tobramycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_kanamycin_A (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_tetracycline (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_spectinomycin (1)	1529	16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	aminoglycoside antibiotic	antibiotic target alteration
Staphylococcus aureus parC conferring resistance to fluoroquinolones	3003312	protein variant model	CARD	1	100.0	no data	no data	Staphylococcus	5.00	5.00	10.00	6.58	158.00	11.00	0	0	0	0	N/A	N/A		2403	fluoroquinolone resistant parC	fluoroquinolone antibiotic	antibiotic target alteration
Morganella morganii gyrB conferring resistance to fluoroquinolones	3003306	protein variant model	CARD	1	100.0	no data	no data	Morganella morganii	451.00	255.00	706.00	72.13	1742.00	11.15	0	0	0	0	N/A	N/A	Escherichia_coli_gyrB_conferring_resistance_to_aminocoumarin (1); Neisseria_gonorrhoeae_gyrB_conferring_resistance_to_zoliflodacin (1); Salmonella_serovars_gyrB_conferring_resistance_to_fluoroquinolones (1); Mycobacterium_tuberculosis_gyrA_conferring_resistance_to_fluoroquinolones (1); Pseudomonas_aeruginosa_parE_conferring_resistance_to_fluoroquinolones (1)	2415	fluoroquinolone resistant gyrB	fluoroquinolone antibiotic	antibiotic target alteration
Mycobacterium leprae gyrA conferring resistance to fluoroquinolones	3003298	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium leprae	27.00	21.00	48.00	31.68	1188.00	10.29	0	0	0	0	N/A	N/A	Mycobacterium_tuberculosis_gyrA_conferring_resistance_to_fluoroquinolones (1)	3750	fluoroquinolone resistant gyrA	fluoroquinolone antibiotic	antibiotic target alteration
Salmonella serovars gyrB conferring resistance to fluoroquinolones	3003307	protein variant model	CARD	1	100.0	no data	no data	Salmonella enterica	1201.00	744.00	1945.00	97.81	2362.00	9.46	0	0	0	0	N/A	N/A	Escherichia_coli_gyrB_conferring_resistance_to_aminocoumarin (1); Mycobacterium_tuberculosis_gyrB_mutant_conferring_resistance_to_fluoroquinolones (1); Neisseria_gonorrhoeae_gyrB_conferring_resistance_to_zoliflodacin (1); Morganella_morganii_gyrB_conferring_resistance_to_fluoroquinolones (1); Cutibacterium_acnes_gyrA_conferring_resistance_to_fluoroquinolones (1)	2415	fluoroquinolone resistant gyrB	fluoroquinolone antibiotic	antibiotic target alteration
Klebsiella aerogenes Omp36	3003385	protein variant model	CARD	1	100.0	no data	no data	Klebsiella aerogenes	38.00	19.00	57.00	85.73	967.00	3.77	0	0	0	0	N/A	N/A	Klebsiella_pneumoniae_OmpK36 (1); Klebsiella_pneumoniae_OmpK37 (1)	1128	General Bacterial Porin with reduced permeability to beta-lactams	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic
