ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
MexD	3000801	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	695.00	391.00	1086.00	81.70	2559.00	11.43	0	0	0	0	N/A	N/A	MexC (1); AxyY (1); mexY (1); amrB (1); smeE (1); MexB (1)	3132	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
lmrD	3002882	protein homolog model	CARD	1	100.0	no data	no data	Lactococcus lactis	19.00	7.00	26.00	72.73	1451.00	27.08	0	0	0	0	N/A	N/A		1995	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic	antibiotic efflux
catQ	3002687	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	116.00	40.00	156.00	100.00	660.00	31.49	0	0	0	0	N/A	N/A		660	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
OprA	3003039	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	103.00	101.00	204.00	15.38	216.00	8.50	0	0	0	0	N/A	N/A		1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; tetracycline antibiotic	antibiotic efflux
CMY-111	3002122	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	3.00	0.00	3.00	39.53	453.00	1.00	0	0	0	0	N/A	N/A	CMY-4 (1)	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
MIR-14	3002179	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter asburiae	4.00	0.00	4.00	28.45	326.00	3.00	0	0	0	0	N/A	N/A		1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
arnA	3002985	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	178.00	75.00	253.00	75.47	1501.00	16.05	0	0	0	0	N/A	N/A	PmrF (1)	1989	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
TEM-139	3001003	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	5.34	46.00	0.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
CMY-15	3002026	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	1.00	0.00	1.00	13.18	151.00	1.00	0	0	0	0	N/A	N/A	CMY-7 (1)	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
vanR gene in vanG cluster	3002926	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	3.00	1.00	4.00	23.73	168.00	16.50	0	0	0	0	N/A	N/A		708	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
TEM-117	3000980	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	9.84	75.00	0.00	0	0	0	0	N/A	N/A		762	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
AAC(6')-IIa	3002594	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	93.00	6.00	99.00	100.00	555.00	36.73	0	0	0	0	N/A	N/A	dfrB5 (1); arr-2 (1); qacEdelta1 (1); arr-3 (1)	555	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
CARB-8	3002247	protein homolog model	CARD	1	100.0	no data	no data	Oligella urethralis	2.00	1.00	3.00	30.43	273.00	0.67	0	0	0	0	N/A	N/A	CARB-16 (1)	897	CARB beta-lactamase	penam	antibiotic inactivation
OKP-B-17	3002450	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	OKP beta-lactamase	cephalosporin; penam	antibiotic inactivation
adeK	3000782	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	21.00	13.00	34.00	70.17	1021.00	15.18	0	0	0	0	N/A	N/A		1455	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem	antibiotic efflux
ramA	3000823	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	33.00	23.00	56.00	100.00	375.00	19.64	0	0	0	0	N/A	N/A		375	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
GES-18	3002347	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	13.00	5.00	18.00	71.30	616.00	0.61	0	0	0	0	N/A	N/A	dfrB2 (1); AAC(6')-Ib7 (1); GES-39 (1); dfrB5 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
macA	3000533	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	10.00	9.00	19.00	34.35	405.00	11.58	0	0	0	0	N/A	N/A	macB (1)	1179	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
aadA24	3002621	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	158.00	9.00	167.00	97.31	759.00	5.62	0	0	0	0	N/A	N/A	aadA8 (1); OXA-795 (1); OXA-145 (1); AAC(6')-Ib10 (1); dfrB5 (1); ANT(3'')-IIa (1); OXA-10 (1); OXA-928 (1); OXA-256 (1); OXA-655 (1); aadA6 (1); OXA-240 (1); catB8 (1); qacEdelta1 (1); sul1 (1); OXA-794 (1); aadA (1); aadA8b (1); aadA17 (1); qacE (1); aadA21 (1); dfrA14 (1); aadA22 (1); aadA12 (1)	780	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
SHV-40	3001098	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	13.24	114.00	0.50	0	0	0	0	N/A	N/A		861	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-34	3001428	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	9.00	0.00	9.00	94.81	731.00	0.89	0	0	0	0	N/A	N/A	OXA-681 (1); AAC(6')-Ib7 (1); qacE (1)	771	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
CMY-31	3002042	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	3.00	1.00	4.00	33.16	380.00	0.50	0	0	0	0	N/A	N/A	CMY-33 (1); CMY-173 (1)	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
tetM	3000186	protein homolog model	CARD	1	100.0	no data	no data	Erysipelothrix rhusiopathiae	616.00	85.00	701.00	100.00	1920.00	34.97	0	0	0	0	N/A	N/A	tet(L) (1)	1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
TEM-143	3001006	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	2.00	4.00	29.73	256.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
DHA-5	3002138	protein homolog model	CARD	1	100.0	no data	no data	Morganella morganii	1.00	1.00	2.00	6.58	75.00	0.00	0	0	0	0	N/A	N/A		1140	DHA beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
TEM-135	3000999	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
ACT-28	3001848	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	1.00	1.00	2.00	13.18	151.00	0.50	0	0	0	0	N/A	N/A		1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
Erm(39)	3000602	protein homolog model	CARD	1	100.0	no data	no data	Mycolicibacterium fortuitum	1.00	0.00	1.00	12.82	95.00	28.00	0	0	0	0	N/A	N/A	Erm(38) (1)	741	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
MIR-1	3002166	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	4.00	2.00	6.00	36.21	415.00	0.50	0	0	0	0	N/A	N/A		1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
OXA-142	3001803	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	25.00	4.00	29.00	94.88	760.00	0.76	0	0	0	0	N/A	N/A	OXA-256 (1); cmlA5 (1); AAC(6')-Ib7 (1); catB2 (1); ANT(3'')-IIa (1); OXA-827 (1); aadA15 (1); OXA-795 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
QnrB4	3002718	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	3.00	3.00	6.00	43.72	282.00	2.17	0	0	0	0	N/A	N/A		645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
tet36	3000197	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides coprosuis	277.00	55.00	332.00	99.27	1909.00	29.69	0	0	0	0	N/A	N/A		1923	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
ceoA	3003009	protein homolog model	CARD	1	100.0	no data	no data	Burkholderia cepacia	2.00	2.00	4.00	8.21	100.00	11.00	0	0	0	0	N/A	N/A		1218	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic efflux
tap	3000343	protein homolog model	CARD	1	100.0	no data	no data	Mycolicibacterium fortuitum	47.00	19.00	66.00	97.97	1205.00	16.39	0	0	0	0	N/A	N/A		1230	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
TEM-101	3000964	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	17.07	147.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
mphB	3000318	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	39.71	361.00	23.00	0	0	0	0	N/A	N/A		909	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
OXA-415	3001606	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	8.00	2.00	10.00	77.05	638.00	0.80	0	0	0	0	N/A	N/A	catB3 (1); aadA6/aadA10 (1)	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
vatA	3002840	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	1.00	1.00	2.00	8.94	59.00	11.00	0	0	0	0	N/A	N/A		660	streptogramin vat acetyltransferase	streptogramin antibiotic; streptogramin A antibiotic	antibiotic inactivation
GES-24	3002353	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	24.00	2.00	26.00	93.40	807.00	0.92	0	0	0	0	N/A	N/A	arr-3 (1); dfrB2 (1); GES-19 (1); dfrB5 (1); ANT(3'')-Ii-AAC(6')-IId_fusion_protein (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
CMY-103	3002115	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	2.00	0.00	2.00	23.04	264.00	1.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
lsaC	3003112	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus agalactiae	11.00	1.00	12.00	66.40	982.00	37.50	0	0	0	0	N/A	N/A		1479	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
Erm(33)	3000599	protein homolog model	CARD	1	100.0	no data	no data	Mammaliicoccus sciuri	1.00	1.00	2.00	11.89	87.00	1.00	0	0	0	0	N/A	N/A		732	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
SHV-148	3001187	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	16.32	140.00	0.50	0	0	0	0	N/A	N/A		858	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
emrA	3000027	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	186.00	45.00	231.00	100.00	1173.00	28.76	0	0	0	0	N/A	N/A	emrR (1); Klebsiella_pneumoniae_KpnH (1); emrB (1); Klebsiella_pneumoniae_KpnG (1)	1173	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
OXA-326	3001514	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter calcoaceticus	2.00	2.00	4.00	7.06	58.00	0.00	0	0	0	0	N/A	N/A		822	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
aadA16	3002616	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	54.00	19.00	73.00	100.00	846.00	10.37	0	0	0	0	N/A	N/A	AAC(6')-Ib8 (1); AAC(6')-Ib11 (1); AAC(6')-Ib' (1); aadA6 (1)	846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
OXA-97	3001647	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	17.00	3.00	20.00	80.66	680.00	0.85	0	0	0	0	N/A	N/A	OXA-420 (1); OXA-96 (1)	843	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-56	3001795	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	12.00	2.00	14.00	74.91	600.00	0.86	0	0	0	0	N/A	N/A		801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
aadA11	3002611	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	193.00	121.00	314.00	100.00	846.00	9.47	0	0	0	0	N/A	N/A	aadA6 (1); AAC(6')-Ib7 (1); aadA13 (1); qacEdelta1 (1); IDC-1 (1); qacL (1)	846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
QnrS7	3002796	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	6.00	0.00	6.00	89.35	587.00	0.83	0	0	0	0	N/A	N/A		657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
Streptococcus pneumoniae PBP1a conferring resistance to amoxicillin	3003041	protein variant model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	24.00	18.00	42.00	13.10	283.00	12.57	0	0	0	0	N/A	N/A		2160	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	cephalosporin; cephamycin; penam	antibiotic target alteration
tet(43)	3000573	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	6.00	4.00	10.00	37.24	581.00	13.40	0	0	0	0	N/A	N/A		1560	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
OXA-334	3001522	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter johnsonii	2.00	1.00	3.00	18.67	154.00	7.33	0	0	0	0	N/A	N/A	OXA-373 (1)	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
mexY	3003033	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	264.00	203.00	467.00	51.42	1615.00	7.40	0	0	0	0	N/A	N/A	acrD (1); smeB (1); acrB (1); MexB (1); AxyY (1); MexD (1); smeE (1)	3141	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
TEM-164	3001030	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	1.00	3.00	23.23	200.00	0.33	0	0	0	0	N/A	N/A	TEM-182 (1)	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
cphA3	3003093	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas veronii	16.00	2.00	18.00	100.00	765.00	8.00	0	0	0	0	N/A	N/A		765	CphA beta-lactamase	carbapenem	antibiotic inactivation
MdtK	3001327	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	33.00	13.00	46.00	84.63	1206.00	15.78	0	0	0	0	N/A	N/A		1425	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic	antibiotic efflux
AAC(6')-Ib-cr1	3002547	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	2.00	0.00	2.00	30.99	172.00	1.00	0	0	0	0	N/A	N/A	aadA6 (1); OXA-246 (1)	555	AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
VEB-2	3002371	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	30.00	4.00	34.00	100.00	900.00	1.44	0	0	0	0	N/A	N/A	ANT(2'')-Ia (1); VEB-3 (1); aadA9 (1); VEB-25 (1)	900	VEB beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
CMY-119	3002130	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	3.00	1.00	4.00	34.12	391.00	5.50	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
AAC(6')-Ib11	3002582	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	13.00	3.00	16.00	92.11	525.00	0.69	0	0	0	0	N/A	N/A	OXA-141 (1); aadA16 (1); cmlA1 (1); Salmonella_enterica_cmlA (1)	570	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
QnrVC3	3002800	protein homolog model	CARD	1	100.0	no data	no data	Vibrio cholerae	17.00	7.00	24.00	92.69	609.00	0.62	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); QnrVC1 (1); OXA-14 (1); dfrB5 (1); arr-3 (1); OXA-677 (1)	657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
OXA-14	3001409	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	28.00	11.00	39.00	99.00	793.00	0.64	0	0	0	0	N/A	N/A	cmlA6 (1); QnrVC3 (1); EreA2 (1); OXA-256 (1); OXA-836 (1); ANT(3'')-IIa (1); OXA-928 (1); OXA-246 (1); aadA21 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
QnrB5	3002719	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	71.00	17.00	88.00	95.45	650.00	4.30	0	0	0	0	N/A	N/A	QnrB19 (1); QnrB62 (1)	681	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
CARB-2	3002241	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	34.83	302.00	1.00	0	0	0	0	N/A	N/A		867	CARB beta-lactamase	penam	antibiotic inactivation
MOX-4	3002184	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas caviae	14.00	2.00	16.00	72.76	836.00	0.81	0	0	0	0	N/A	N/A	MOX-2 (1)	1149	MOX beta-lactamase	cephalosporin; cephamycin; penam	antibiotic inactivation
AAC(6')-Ie-APH(2'')-Ia	3002597	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	47.00	11.00	58.00	97.22	1400.00	32.02	0	0	0	0	N/A	N/A		1440	APH(2''); AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
GES-26	3003181	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	28.00	7.00	35.00	94.79	819.00	0.74	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); GES-19 (1); GES-7 (1); OXA-21 (1); dfrB5 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
bacA	3002986	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	154.00	48.00	202.00	100.00	822.00	23.97	0	0	0	0	N/A	N/A		822	undecaprenyl pyrophosphate related proteins	peptide antibiotic	antibiotic target alteration
GES-6	3002335	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	13.00	4.00	17.00	86.11	744.00	0.71	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); GES-27 (1); GES-28 (1); GES-9 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
APH(3'')-Ib	3002639	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1068.00	221.00	1289.00	100.00	804.00	34.82	0	0	0	0	N/A	N/A	sul2 (1); APH(6)-Id (1); aadA17 (1)	804	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Iid	3002589	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus hirae	3.00	1.00	4.00	55.19	303.00	32.00	0	0	0	0	N/A	N/A		549	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
QnrS2	3002791	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	293.00	95.00	388.00	100.00	657.00	4.27	0	0	0	0	N/A	N/A	QnrS3 (1); QnrS6 (1)	657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
CMY-59	3002069	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	59.00	19.00	78.00	54.55	648.00	15.42	0	0	0	0	N/A	N/A	CMY-165 (1); sul2 (1); CMY-24 (1); CMY-69 (1); CMY-22 (1)	1188	CMY beta-lactamase	cephamycin	antibiotic inactivation
emrB	3000074	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	182.00	30.00	212.00	100.00	1539.00	1.45	0	0	0	0	N/A	N/A	emrA (1); Klebsiella_pneumoniae_KpnG (1); Klebsiella_pneumoniae_KpnH (1)	1539	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
CTX-M-75	3001936	protein homolog model	CARD	1	100.0	no data	no data	Providencia stuartii	1.00	0.00	1.00	3.89	34.00	0.00	0	0	0	0	N/A	N/A	SGM-4 (1)	873	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
KPC-13	3002323	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	2.00	0.00	2.00	34.24	302.00	1.00	0	0	0	0	N/A	N/A		882	KPC beta-lactamase	monobactam; carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-20	3001415	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	18.00	9.00	27.00	99.00	793.00	3.19	0	0	0	0	N/A	N/A	lnuF (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
QnrVC7	3003193	protein homolog model	CARD	1	100.0	no data	no data	Vibrio cholerae	10.00	4.00	14.00	11.72	77.00	0.00	0	0	0	0	N/A	N/A	ANT(3'')-Ii-AAC(6')-IId_fusion_protein (1); AAC(6')-Ib8 (1); AAC(6')-Ib9 (1); AAC(6')-Ib-cr3 (1); AAC(6')-Ib' (1)	657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
TEM-82	3000949	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
linG	3002879	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	75.00	24.00	99.00	100.00	822.00	13.28	0	0	0	0	N/A	N/A	qacEdelta1 (1); lnuF (1)	822	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
MIR-11	3002176	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	4.00	0.00	4.00	40.58	465.00	1.00	0	0	0	0	N/A	N/A		1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
CMY-12	3002023	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	5.00	1.00	6.00	48.64	556.00	0.83	0	0	0	0	N/A	N/A		1143	CMY beta-lactamase	cephamycin	antibiotic inactivation
MIR-10	3002175	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter asburiae	4.00	0.00	4.00	32.11	368.00	1.00	0	0	0	0	N/A	N/A		1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
CfxA3	3003003	protein homolog model	CARD	1	100.0	no data	no data	Capnocytophaga ochracea	68.00	22.00	90.00	100.00	966.00	2.68	0	0	0	0	N/A	N/A	CfxA2 (1); CfxA5 (1); CfxA4 (1)	966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
OXA-246	3001807	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	41.00	6.00	47.00	98.13	786.00	0.83	0	0	0	0	N/A	N/A	OXA-663 (1); cmlA5 (1); aadA6 (1); OXA-656 (1); OXA-10 (1); OXA-14 (1); OXA-935 (1); ANT(3'')-IIa (1); OXA-823 (1); AAC(6')-Ib-cr1 (1); aadA4 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
mdtE	3000795	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	116.00	19.00	135.00	100.00	1158.00	36.56	0	0	0	0	N/A	N/A	mdtF (1)	1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
LRA-13	3002484	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	1.00	1.00	2.00	1.91	35.00	11.00	0	0	0	0	N/A	N/A		1830	class C LRA beta-lactamase; class D LRA beta-lactamase	cephalosporin; penam	antibiotic inactivation
BEL-3	3002387	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	0.00	1.00	17.72	151.00	1.00	0	0	0	0	N/A	N/A	qacE (1)	852	BEL beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
TEM-208	3001385	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	13.36	115.00	1.00	0	0	0	0	N/A	N/A	TEM-15 (1)	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
EreB	3000363	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	101.00	26.00	127.00	100.00	1260.00	26.76	0	0	0	0	N/A	N/A	VEB-9 (1)	1260	macrolide esterase	macrolide antibiotic	antibiotic inactivation
