ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
MexC	3000800	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	37.00	22.00	59.00	56.19	654.00	13.53	0	0	0	0	N/A	N/A	smeE (1); MexA (1)	1164	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
OprJ	3000802	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	83.00	75.00	158.00	84.17	1212.00	12.13	0	0	0	0	N/A	N/A	MexD (1)	1440	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
OXA-3	3001398	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	99.00	20.00	119.00	97.46	807.00	3.50	0	0	0	0	N/A	N/A	OXA-21 (1); aadA6 (1); OXA-34 (1); AAC(6')-Ib7 (1); cmlA5 (1); aadA11 (1); sul1 (1); aadA5 (1); aadA23 (1); aadA12 (1); aadA6/aadA10 (1)	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
mdtB	3000793	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	279.00	89.00	368.00	100.00	3123.00	23.82	0	0	0	0	N/A	N/A	mdtA (1); MuxB (1); mdtC (1)	3123	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
QnrD1	3002788	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	40.00	19.00	59.00	100.00	645.00	5.17	0	0	0	0	N/A	N/A	QnrD2 (1)	645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
QnrB55	3002768	protein homolog model	CARD	1	100.0	no data	no data	Raoultella terrigena	1.00	1.00	2.00	23.41	151.00	0.50	0	0	0	0	N/A	N/A		645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
CfxA5	3003096	protein homolog model	CARD	1	100.0	no data	no data	Parabacteroides distasonis	6.00	3.00	9.00	50.83	491.00	0.67	0	0	0	0	N/A	N/A	CfxA (1)	966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
APH(3')-Ib	3002642	protein homolog model	CARD	1	100.0	no data	no data	Plasmid RP4	1.00	0.00	1.00	18.50	151.00	44.00	0	0	0	0	N/A	N/A	aadA17 (1)	816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
CMY-44	3002055	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	3.00	0.00	3.00	39.95	453.00	29.67	0	0	0	0	N/A	N/A	CMY-156 (1)	1134	CMY beta-lactamase	cephamycin	antibiotic inactivation
tet(56)	3004603	protein homolog model	CARD	1	100.0	no data	no data	Legionella longbeachae	1.00	1.00	2.00	12.91	151.00	10.50	0	0	0	0	N/A	N/A		1170	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
CMY-61	3002074	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	13.21	151.00	1.00	0	0	0	0	N/A	N/A	CMY-31 (1)	1143	CMY beta-lactamase	cephamycin	antibiotic inactivation
adeB	3000775	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	11.00	5.00	16.00	24.87	773.00	17.88	0	0	0	0	N/A	N/A		3108	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline; tetracycline antibiotic	antibiotic efflux
DHA-1	3002132	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	1.00	1.00	2.00	13.25	151.00	0.50	0	0	0	0	N/A	N/A		1140	DHA beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
CRP	3000518	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	104.00	50.00	154.00	100.00	633.00	21.37	0	0	0	0	N/A	N/A		633	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
smeE	3003056	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	1974.00	1270.00	3244.00	86.74	2709.00	10.10	0	0	0	0	N/A	N/A	MexA (1); MexC (1); MexB (1); smeB (1); AxyY (1); acrD (1); mdtF (1); MexD (1); acrB (1); OprZ (1); smeF (1); amrB (1); OprM (1)	3123	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
ErmC	3000250	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus epidermidis	3.00	3.00	6.00	29.39	216.00	5.83	0	0	0	0	N/A	N/A		735	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
Erm(36)	3000605	protein homolog model	CARD	1	100.0	no data	no data	Micrococcus luteus	38.00	34.00	72.00	63.48	537.00	13.08	0	0	0	0	N/A	N/A		846	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
APH(6)-Ic	3002659	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	14.48	116.00	11.00	0	0	0	0	N/A	N/A		801	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
VEB-9	3002378	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	21.00	7.00	28.00	86.33	777.00	0.50	0	0	0	0	N/A	N/A	cmlA5 (1); VEB-3 (1)	900	VEB beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
LCR-1	3002997	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	693.00	333.00	1026.00	100.00	783.00	7.54	0	0	0	0	N/A	N/A	NPS-1 (1)	783	LCR beta-lactamase	cephalosporin; penam	antibiotic inactivation
OXA-5	3001400	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	8.00	2.00	10.00	81.97	659.00	15.10	0	0	0	0	N/A	N/A	aadA4 (1); OXA-129 (1)	804	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
ANT(6)-Ia	3002626	protein homolog model	CARD	1	100.0	no data	no data	Exiguobacterium sp.	55.00	23.00	78.00	100.00	864.00	16.72	0	0	0	0	N/A	N/A	aad(6) (1)	864	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
OXA-36	3001430	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	43.00	19.00	62.00	99.19	732.00	2.95	0	0	0	0	N/A	N/A	OXA-141 (1); OXA-415 (1); OXA-543 (1); OXA-681 (1); OXA-2 (1); OXA-226 (1); aadA6 (1); OXA-737 (1); OXA-539 (1)	738	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OKP-A-11	3002428	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	OKP beta-lactamase	cephalosporin; penam	antibiotic inactivation
AAC(6')-30/AAC(6')-Ib' fusion protein	3002599	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	9.00	4.00	13.00	57.75	570.00	2.15	0	0	0	0	N/A	N/A	AAC(6')-Ib10 (1)	987	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
AAC(3)-IIb	3002534	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	5.00	1.00	6.00	54.44	441.00	16.17	0	0	0	0	N/A	N/A		810	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
carA	3002817	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces thermotolerans	95.00	95.00	190.00	16.06	266.00	10.35	0	0	0	0	N/A	N/A		1656	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic	antibiotic target protection
GES-10	3002339	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	3.00	1.00	4.00	27.43	237.00	0.75	0	0	0	0	N/A	N/A	OXA-226 (1); GES-28 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
GES-8	3002337	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	3.00	6.00	36.00	311.00	0.50	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
GES-1	3002330	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	4.00	2.00	6.00	37.50	324.00	0.67	0	0	0	0	N/A	N/A	GES-28 (1); GES-20 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
ErmX	3000596	protein homolog model	CARD	1	100.0	no data	no data	Plasmid pNG2	561.00	225.00	786.00	99.88	854.00	30.11	0	0	0	0	N/A	N/A		855	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
sul2	3000412	protein homolog model	CARD	1	100.0	no data	no data	Vibrio cholerae	597.00	215.00	812.00	100.00	816.00	30.11	0	0	0	0	N/A	N/A	CMY-56 (1); CMY-59 (1); CMY-133 (1); CMY-31 (1); CMY-2 (1); CMY-136 (1); CMY-142 (1); APH(3'')-Ib (1); mefC (1)	816	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
APH(3')-IIb	3002645	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	1.00	4.00	54.28	438.00	23.00	0	0	0	0	N/A	N/A		807	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
TEM-88	3000955	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	17.42	150.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
SHV-93	3001145	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	1.00	2.00	11.50	99.00	0.50	0	0	0	0	N/A	N/A		861	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-129	3001811	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	3.00	0.00	3.00	41.79	336.00	26.67	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); OXA-5 (1)	804	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-333	3001521	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter johnsonii	7.00	3.00	10.00	86.79	716.00	15.80	0	0	0	0	N/A	N/A		825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
MIR-15	3002180	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter kobei	1.00	1.00	2.00	13.18	151.00	5.50	0	0	0	0	N/A	N/A		1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
VEB-8	3002377	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	11.00	2.00	13.00	70.33	633.00	0.77	0	0	0	0	N/A	N/A	ANT(2'')-Ia (1)	900	VEB beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
otr(B)	3002892	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces rimosus	2.00	2.00	4.00	8.27	140.00	11.00	0	0	0	0	N/A	N/A		1692	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
rphA	3000444	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces sp.	28.00	28.00	56.00	9.62	250.00	11.00	0	0	0	0	N/A	N/A		2598	rifampin phosphotransferase	rifamycin antibiotic	antibiotic inactivation
tet(40)	3000567	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	436.00	82.00	518.00	100.00	1221.00	36.31	0	0	0	0	N/A	N/A	tetO (1)	1221	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(C)	3000167	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas salmonicida	1558.00	453.00	2011.00	100.00	1191.00	32.75	0	0	0	0	N/A	N/A	msrE (1)	1191	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(G)	3000174	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas sp.	61.00	15.00	76.00	100.00	1176.00	30.18	0	0	0	0	N/A	N/A		1176	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ugd	3003577	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	65.00	35.00	100.00	100.00	1167.00	20.55	0	0	0	0	N/A	N/A		1167	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
RCP-1	3003563	protein homolog model	CARD	1	100.0	no data	no data	Rhodobacter capsulatus	54.00	26.00	80.00	100.00	882.00	26.75	0	0	0	0	N/A	N/A		882	RCP beta-lactamase	penam	antibiotic inactivation
cmlA4	3002694	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	6.00	0.00	6.00	30.63	386.00	5.83	0	0	0	0	N/A	N/A	Salmonella_enterica_cmlA (1); dfrA15 (1); aadA2 (1)	1260	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
CMY-23	3002034	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	3.00	1.00	4.00	31.68	363.00	0.50	0	0	0	0	N/A	N/A	CMY-5 (1); CMY-129 (1)	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
lmrC	3002881	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces lincolnensis	24.00	24.00	48.00	14.28	236.00	11.00	0	0	0	0	N/A	N/A		1653	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	lincosamide antibiotic	antibiotic target protection
vanS gene in vanC cluster	3002933	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus gallinarum	4.00	2.00	6.00	23.48	255.00	14.67	0	0	0	0	N/A	N/A		1086	vanS; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
GES-20	3002349	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	9.00	1.00	10.00	68.06	588.00	0.90	0	0	0	0	N/A	N/A	GES-34 (1); GES-1 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
ErmA	3000347	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	7.00	4.00	11.00	60.11	440.00	12.55	0	0	0	0	N/A	N/A	Erm(33) (1)	732	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
baeS	3000829	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	104.00	30.00	134.00	100.00	1404.00	29.77	0	0	0	0	N/A	N/A	baeR (1); smeR (1)	1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
ErmG	3000522	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides thetaiotaomicron	159.00	84.00	243.00	100.00	735.00	24.60	0	0	0	0	N/A	N/A	mel (1)	735	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
EreA	3000361	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	231.00	40.00	271.00	100.00	1221.00	16.32	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); SAT-2 (1); linG (1); AAC(6')-Iaf (1); catB3 (1); AAC(6')-Ia (1); EreA2 (1); OXA-732 (1); OXA-368 (1); ANT(3'')-IIa (1); OXA-2 (1); OXA-544 (1); aadA13 (1); OXA-928 (1); OXA-540 (1); dfrA15b (1); OXA-32 (1)	1221	macrolide esterase	macrolide antibiotic	antibiotic inactivation
SHV-66	3001121	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	14.52	125.00	1.00	0	0	0	0	N/A	N/A	SHV-103 (1)	861	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
AAC(6')-Ib9	3002580	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	24.00	10.00	34.00	94.77	580.00	0.65	0	0	0	0	N/A	N/A	AAC(6')-Ib10 (1); OXA-32 (1); cmlA5 (1); ANT(3'')-IIa (1); aadA17 (1); cmlA1 (1)	612	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Ib-Hangzhou	3002592	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	6.00	2.00	8.00	69.17	359.00	0.75	0	0	0	0	N/A	N/A		519	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Ib4	3002577	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	12.00	2.00	14.00	95.32	529.00	0.71	0	0	0	0	N/A	N/A	cmlA5 (1)	555	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
BEL-1	3002385	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	5.00	0.00	5.00	68.54	584.00	7.00	0	0	0	0	N/A	N/A	OXA-541 (1)	852	BEL beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
evgA	3000832	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	42.00	13.00	55.00	100.00	615.00	29.51	0	0	0	0	N/A	N/A	evgS (1); emrK (1)	615	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux
CMY-102	3002114	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	13.18	151.00	1.00	0	0	0	0	N/A	N/A	CMY-56 (1)	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
APH(6)-Id	3002660	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	934.00	216.00	1150.00	100.00	837.00	33.83	0	0	0	0	N/A	N/A	APH(3'')-Ib (1); dfrA1 (1)	837	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
cmlA1	3002693	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	45.00	6.00	51.00	87.46	1102.00	0.88	0	0	0	0	N/A	N/A	AAC(6')-Ib9 (1); Salmonella_enterica_cmlA (1); AAC(6')-Ib-cr1 (1); cmlA6 (1); cmlA5 (1); VEB-25 (1); OXA-935 (1); VEB-21 (1)	1260	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
cmlB1	3002699	protein homolog model	CARD	1	100.0	no data	no data	Bordetella bronchiseptica	42.00	12.00	54.00	93.44	1183.00	24.09	0	0	0	0	N/A	N/A		1266	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
SHV-103	3001152	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	17.54	151.00	1.00	0	0	0	0	N/A	N/A	SHV-66 (1)	861	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
AAC(6')-Ib3	3002576	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	6.00	2.00	8.00	78.92	438.00	0.75	0	0	0	0	N/A	N/A	QnrVC5 (1); aadA (1)	555	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
sul1	3000410	protein homolog model	CARD	1	100.0	no data	no data	Vibrio fluvialis	1659.00	420.00	2079.00	100.00	840.00	33.31	0	0	0	0	N/A	N/A	aadA5 (1); qacEdelta1 (1); aadA2 (1); aadA24 (1); qacE (1); aadA6 (1); aadA11 (1); OXA-21 (1); AAC(6')-Ib7 (1); OXA-3 (1); OXA-732 (1); aadA4 (1); ANT(3'')-IIa (1); AAC(6')-Ib11 (1); OXA-46 (1); tet(A) (1)	840	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
OXA-37	3001431	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	2.00	0.00	2.00	31.34	251.00	0.00	0	0	0	0	N/A	N/A		801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-420	3003116	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	12.00	5.00	17.00	68.68	579.00	1.29	0	0	0	0	N/A	N/A	OXA-97 (1); OXA-96 (1); OXA-58 (1)	843	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-161	3001799	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	63.00	27.00	90.00	97.95	811.00	0.67	0	0	0	0	N/A	N/A	OXA-838 (1); OXA-32 (1); OXA-681 (1); AAC(6')-Ib7 (1); OXA-415 (1); OXA-226 (1); OXA-539 (1); qacEdelta1 (1); OXA-141 (1)	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
TEM-169	3001035	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	2.00	1.00	3.00	21.45	184.00	7.33	0	0	0	0	N/A	N/A	TEM-208 (1)	858	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
AAC(6')-31	3002585	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas putida	2.00	0.00	2.00	30.64	159.00	22.00	0	0	0	0	N/A	N/A		519	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
Erm(38)	3000601	protein homolog model	CARD	1	100.0	no data	no data	Mycolicibacterium smegmatis	31.00	17.00	48.00	62.79	729.00	14.73	0	0	0	0	N/A	N/A	Erm(51) (1); erm(40) (1); Erm(50) (1)	1161	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
CMY-17	3002028	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	13.18	151.00	0.50	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
acrB	3000216	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	443.00	152.00	595.00	100.00	3150.00	20.91	0	0	0	0	N/A	N/A	Klebsiella_pneumoniae_acrA (1); Escherichia_coli_acrA (1); AcrF (1); Enterobacter_cloacae_acrA (1); MexB (1); mtrD (1); adeJ (1); smeE (1); mdtF (1)	3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
OXA-58	3001611	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	37.00	13.00	50.00	100.00	843.00	1.04	0	0	0	0	N/A	N/A	OXA-164 (1); OXA-420 (1); OXA-96 (1); OXA-97 (1)	843	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
ANT(6)-Ib	3002629	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter fetus	26.00	10.00	36.00	100.00	858.00	26.89	0	0	0	0	N/A	N/A		858	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
arr-2	3002847	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	21.00	3.00	24.00	100.00	453.00	6.33	0	0	0	0	N/A	N/A	catB3 (1); AAC(6')-Ib7 (1); OXA-251 (1); OXA-827 (1)	453	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
OXA-2	3001397	protein homolog model	CARD	1	100.0	no data	no data	Plasmid R46	138.00	34.00	172.00	100.00	828.00	0.76	0	0	0	0	N/A	N/A	EreA (1); AAC(6')-Ib7 (1); OXA-737 (1); OXA-415 (1); ANT(3'')-IIa (1); OXA-15 (1); OXA-681 (1); aadA6 (1); OXA-544 (1); OXA-539 (1); OXA-141 (1); OXA-32 (1); OXA-540 (1); OXA-34 (1); OXA-36 (1)	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
tet(39)	3000566	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter sp.	288.00	80.00	368.00	100.00	1188.00	33.15	0	0	0	0	N/A	N/A		1188	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
MexE	3000803	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	333.00	133.00	466.00	88.84	1106.00	17.05	0	0	0	0	N/A	N/A	MexT (1); MexF (1)	1245	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
MexS	3000813	protein overexpression model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	6.00	5.00	11.00	47.45	484.00	16.18	0	0	0	0	N/A	N/A	MexT (1)	1020	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
tet(V)	3000181	protein homolog model	CARD	1	100.0	no data	no data	Mycolicibacterium smegmatis	75.00	33.00	108.00	82.94	1045.00	15.98	0	0	0	0	N/A	N/A		1260	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
AAC(6')-Ii	3002556	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	1.00	1.00	2.00	6.56	36.00	11.00	0	0	0	0	N/A	N/A		549	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
dfrA12	3002858	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	5.00	2.00	7.00	75.10	374.00	25.14	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1)	498	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
dfrA17	3002860	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	0.00	2.00	43.88	208.00	18.00	0	0	0	0	N/A	N/A		474	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
OXA-7	3001402	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	14.23	114.00	1.00	0	0	0	0	N/A	N/A	OXA-827 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
AER-1	3002481	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas hydrophila	24.00	12.00	36.00	99.89	914.00	24.61	0	0	0	0	N/A	N/A		915	AER beta-lactamase	penam	antibiotic inactivation
