ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
tet(43)	3000573	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	2.00	0.00	2.00	13.53	211.00	22.00	0	0	0	0	N/A	N/A		1560	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
mexY	3003033	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	129.00	105.00	234.00	40.24	1264.00	7.50	0	0	0	0	N/A	N/A	MexB (1); MexD (1); AcrF (1); acrD (1); smeE (1); OprZ (1)	3141	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
vanX gene in vanB cluster	3002950	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	3.00	1.00	4.00	70.61	430.00	33.00	0	0	0	0	N/A	N/A	vanB (1)	609	vanX; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
cphA3	3003093	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas veronii	30.00	9.00	39.00	100.00	765.00	6.95	0	0	0	0	N/A	N/A	cphA7 (1); cphA4 (1)	765	CphA beta-lactamase	carbapenem	antibiotic inactivation
MdtK	3001327	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	20.00	10.00	30.00	66.60	949.00	14.87	0	0	0	0	N/A	N/A		1425	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic	antibiotic efflux
AAC(6')-Ib-cr1	3002547	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	10.00	2.00	12.00	78.20	434.00	0.58	0	0	0	0	N/A	N/A	QnrVC4 (1); OXA-732 (1); cmlA1 (1); AAC(6')-Ib-cr5 (1)	555	AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
VEB-2	3002371	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	37.00	4.00	41.00	99.11	892.00	0.83	0	0	0	0	N/A	N/A	cmlA5 (1); qacL (1); VEB-20 (1); AAC(6')-Ib7 (1); VEB-3 (1); VEB-10 (1); ANT(2'')-Ia (1); VEB-25 (1); VEB-1 (1); VEB-23 (1); VEB-26 (1)	900	VEB beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
ErmY	3002825	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	5.00	2.00	7.00	28.71	211.00	10.00	0	0	0	0	N/A	N/A	ErmT (1)	735	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
AAC(6')-Ib11	3002582	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	26.00	7.00	33.00	94.74	540.00	0.97	0	0	0	0	N/A	N/A	QnrVC4 (1); QnrVC5 (1); GES-2 (1); QnrVC3 (1); cmlA6 (1); cmlA5 (1); aadA6 (1); AAC(6')-Ib9 (1)	570	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
QnrVC3	3002800	protein homolog model	CARD	1	100.0	no data	no data	Vibrio cholerae	19.00	9.00	28.00	61.19	402.00	0.50	0	0	0	0	N/A	N/A	QnrVC1 (1); arr-3 (1); dfrB5 (1); AAC(6')-Ib11 (1); OXA-520 (1)	657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
OXA-14	3001409	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	60.00	13.00	73.00	95.51	765.00	0.70	0	0	0	0	N/A	N/A	OXA-663 (1); cmlA6 (1); catB3 (1); qacL (1); OXA-74 (1); OXA-11 (1); OXA-256 (1); OXA-17 (1); OXA-794 (1); OXA-10 (1); OXA-368 (1); aadA (1); aadA24 (1); aadA21 (1); ANT(3'')-IIa (1); OXA-240 (1); OXA-246 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
QnrB5	3002719	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	7.00	3.00	10.00	79.44	541.00	4.20	0	0	0	0	N/A	N/A	QnrB19 (1)	681	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
CARB-2	3002241	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	6.00	2.00	8.00	68.05	590.00	0.75	0	0	0	0	N/A	N/A		867	CARB beta-lactamase	penam	antibiotic inactivation
MOX-4	3002184	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas caviae	41.00	12.00	53.00	88.42	1016.00	0.74	0	0	0	0	N/A	N/A	MOX-2 (1); MOX-10 (1); MOX-11 (1); MOX-8 (1)	1149	MOX beta-lactamase	cephalosporin; cephamycin; penam	antibiotic inactivation
AAC(6')-Ie-APH(2'')-Ia	3002597	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	63.00	13.00	76.00	100.00	1440.00	33.17	0	0	0	0	N/A	N/A		1440	APH(2''); AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
vgaB	3000118	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	1.00	1.00	2.00	8.92	148.00	11.00	0	0	0	0	N/A	N/A		1659	vga-type ABC-F protein	streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
GES-26	3003181	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	47.00	12.00	59.00	96.30	832.00	0.78	0	0	0	0	N/A	N/A	GES-3 (1); GES-10 (1); GES-2 (1); GES-39 (1); dfrB2 (1); GES-33 (1); GES-15 (1); AAC(6')-Ib7 (1); GES-8 (1); GES-27 (1); GES-11 (1); GES-21 (1); qacEdelta1 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
TEM-3	3000875	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	17.54	151.00	1.00	0	0	0	0	N/A	N/A	TEM-122 (1)	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
bacA	3002986	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	98.00	50.00	148.00	100.00	822.00	22.11	0	0	0	0	N/A	N/A		822	undecaprenyl pyrophosphate related proteins	peptide antibiotic	antibiotic target alteration
GES-6	3002335	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	73.00	12.00	85.00	93.17	805.00	0.86	0	0	0	0	N/A	N/A	GES-28 (1); AAC(6')-Ib7 (1); GES-14 (1); GES-17 (1); GES-22 (1); GES-1 (1); GES-27 (1); GES-25 (1); AAC(6')-Ib-cr3 (1); GES-11 (1); AAC(6')-30/AAC(6')-Ib'_fusion_protein (1); AAC(6')-Ib3 (1); GES-19 (1); aadA8 (1); GES-38 (1); GES-15 (1); dfrB5 (1)	864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
APH(3'')-Ib	3002639	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2641.00	733.00	3374.00	100.00	804.00	32.71	0	0	0	0	N/A	N/A	sul2 (1); aadA17 (1); APH(6)-Id (1); aadA8b (1); aadA3 (1); aadA12 (1)	804	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Iid	3002589	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus hirae	2.00	0.00	2.00	42.81	235.00	42.00	0	0	0	0	N/A	N/A		549	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
QnrS2	3002791	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	398.00	161.00	559.00	100.00	657.00	3.97	0	0	0	0	N/A	N/A	QnrS6 (1)	657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
CMY-59	3002069	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	41.00	10.00	51.00	67.17	798.00	15.31	0	0	0	0	N/A	N/A	CMY-30 (1); CMY-4 (1); CMY-161 (1); CMY-174 (1); CMY-56 (1); sul2 (1); CMY-153 (1)	1188	CMY beta-lactamase	cephamycin	antibiotic inactivation
emrB	3000074	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	121.00	38.00	159.00	100.00	1539.00	1.62	0	0	0	0	N/A	N/A	emrA (1); Klebsiella_pneumoniae_KpnG (1); Klebsiella_pneumoniae_KpnH (1)	1539	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
CTX-M-75	3001936	protein homolog model	CARD	1	100.0	no data	no data	Providencia stuartii	2.00	2.00	4.00	5.50	48.00	0.00	0	0	0	0	N/A	N/A		873	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
OXA-20	3001415	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	13.00	6.00	19.00	86.39	692.00	3.84	0	0	0	0	N/A	N/A	lnuF (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
QnrVC7	3003193	protein homolog model	CARD	1	100.0	no data	no data	Vibrio cholerae	9.00	2.00	11.00	37.75	248.00	3.73	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); AAC(6')-Ib-Hangzhou (1); AAC(6')-Ib (1); AAC(6')-Ib9 (1); AAC(6')-Ib-Suzhou (1); QnrVC5 (1)	657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
KPC-7	3002317	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	34.24	302.00	1.00	0	0	0	0	N/A	N/A		882	KPC beta-lactamase	monobactam; carbapenem; cephalosporin; penam	antibiotic inactivation
linG	3002879	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	41.00	20.00	61.00	100.00	822.00	12.97	0	0	0	0	N/A	N/A	lnuF (1)	822	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
CMY-12	3002023	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	1.00	1.00	2.00	13.21	151.00	0.50	0	0	0	0	N/A	N/A		1143	CMY beta-lactamase	cephamycin	antibiotic inactivation
TEM-70	3000936	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	1.00	3.00	28.46	245.00	0.67	0	0	0	0	N/A	N/A	TEM-231 (1)	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
CfxA3	3003003	protein homolog model	CARD	1	100.0	no data	no data	Capnocytophaga ochracea	121.00	40.00	161.00	100.00	966.00	1.11	0	0	0	0	N/A	N/A	CfxA5 (1); CfxA4 (1); CfxA (1); CfxA2 (1); CfxA6 (1)	966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
ACT-13	3001835	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter asburiae	1.00	0.00	1.00	8.90	102.00	2.00	0	0	0	0	N/A	N/A	ACT-10 (1)	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
OXA-246	3001807	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	69.00	18.00	87.00	98.75	791.00	0.67	0	0	0	0	N/A	N/A	OXA-663 (1); OXA-240 (1); OXA-368 (1); cmlA6 (1); OXA-827 (1); OXA-794 (1); aadA2 (1); AAC(6')-Ib7 (1); OXA-14 (1); OXA-233 (1); ANT(3'')-IIa (1); aadA21 (1); aadA17 (1); aadA24 (1); aadA (1); OXA-10 (1); qacE (1); sul1 (1); qacEdelta1 (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
mdtE	3000795	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	61.00	10.00	71.00	100.00	1158.00	36.77	0	0	0	0	N/A	N/A	mdtF (1)	1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
CTX-M-136	3001995	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	1.00	1.00	2.00	17.24	151.00	0.50	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
LRA-13	3002484	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	1.00	1.00	2.00	1.97	36.00	11.00	0	0	0	0	N/A	N/A		1830	class C LRA beta-lactamase; class D LRA beta-lactamase	cephalosporin; penam	antibiotic inactivation
BEL-3	3002387	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	1.00	3.00	35.45	302.00	0.67	0	0	0	0	N/A	N/A	BEL-4 (1)	852	BEL beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
TEM-208	3001385	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	1.00	3.00	23.23	200.00	0.67	0	0	0	0	N/A	N/A	TEM-79 (1)	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
spd	3002631	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	4.00	2.00	6.00	56.07	434.00	28.67	0	0	0	0	N/A	N/A		774	ANT(9)	aminoglycoside antibiotic	antibiotic inactivation
EreB	3000363	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	69.00	27.00	96.00	100.00	1260.00	25.04	0	0	0	0	N/A	N/A		1260	macrolide esterase	macrolide antibiotic	antibiotic inactivation
marA	3000263	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	22.00	17.00	39.00	100.00	384.00	18.90	0	0	0	0	N/A	N/A	Escherichia_coli_AcrAB-TolC_with_MarR_mutations_conferring_resistance_to_ciprofloxacin_and_tetracycline (1)	384	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
CMY-34	3002045	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	2.00	0.00	2.00	26.35	302.00	1.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
lnuD	3002838	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus uberis	77.00	51.00	128.00	100.00	495.00	15.42	0	0	0	0	N/A	N/A		495	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
OXA-118	3001768	protein homolog model	CARD	1	100.0	no data	no data	Burkholderia cepacia	13.00	6.00	19.00	70.54	565.00	2.79	0	0	0	0	N/A	N/A	OXA-205 (1); OXA-732 (1); aadA8b (1)	801	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
mtrD	3000811	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	101.00	87.00	188.00	47.16	1511.00	11.19	0	0	0	0	N/A	N/A	MexB (1); mtrE (1)	3204	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
MexB	3000378	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1346.00	771.00	2117.00	98.60	3097.00	9.95	0	0	0	0	N/A	N/A	MexA (1); smeB (1); AxyY (1); smeE (1); mtrD (1); acrB (1); MexD (1); mexY (1); acrD (1); ceoB (1); OprM (1); smeC (1); smeF (1); OprZ (1)	3141	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux
tet(A)	3000165	protein homolog model	CARD	1	100.0	no data	no data	Shigella sonnei	3281.00	1010.00	4291.00	100.00	1275.00	31.36	0	0	0	0	N/A	N/A	tet(C) (1); sul1 (1); APH(6)-Id (1)	1275	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(Z)	3000183	protein homolog model	CARD	1	100.0	no data	no data	Corynebacterium glutamicum	37.00	13.00	50.00	100.00	1155.00	32.36	0	0	0	0	N/A	N/A		1155	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
cphA6	3003102	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas veronii	17.00	13.00	30.00	62.88	481.00	4.43	0	0	0	0	N/A	N/A		765	CphA beta-lactamase	carbapenem	antibiotic inactivation
arr-1	3002846	protein homolog model	CARD	1	100.0	no data	no data	Mycolicibacterium smegmatis	3.00	3.00	6.00	42.59	184.00	11.00	0	0	0	0	N/A	N/A		432	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
TEM-76	3000942	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
OXA-1	3001396	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	5.00	2.00	7.00	29.48	245.00	0.29	0	0	0	0	N/A	N/A	ANT(3'')-IIa (1); aadA13 (1)	831	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
vanS gene in vanA cluster	3002931	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	1.00	0.00	1.00	13.07	151.00	44.00	0	0	0	0	N/A	N/A	vanR_gene_in_vanA_cluster (1)	1155	vanS; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
smeB	3003052	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	546.00	476.00	1022.00	49.94	1573.00	9.33	0	0	0	0	N/A	N/A	MexB (1); MexA (1); smeE (1); MexW (1); mexQ (1); oqxB (1); AxyY (1); AcrF (1); mdtF (1)	3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
OXA-47	3001781	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	19.00	1.00	20.00	90.01	748.00	0.90	0	0	0	0	N/A	N/A	OXA-921 (1); qacEdelta1 (1); aadA3 (1)	831	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
TEM-190	3001050	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	31.94	275.00	1.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
dfrB2	3003021	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	131.00	24.00	155.00	100.00	237.00	28.57	0	0	0	0	N/A	N/A	GES-26 (1); GES-12 (1); GES-36 (1); GES-20 (1); GES-18 (1); GES-29 (1); GES-22 (1); qacEdelta1 (1); GES-28 (1); GES-46 (1); GES-39 (1); GES-1 (1); GES-19 (1); GES-17 (1); GES-15 (1); GES-38 (1); GES-21 (1); AAC(6')-Ib7 (1); GES-43 (1); GES-16 (1); GES-2 (1); GES-11 (1); qacE (1); GES-14 (1); cmlA5 (1); GES-4 (1); GES-34 (1); GES-40 (1); GES-37 (1); cmlA1 (1); GES-45 (1); sul1 (1); GES-8 (1); GES-25 (1); GES-30 (1); GES-5 (1)	237	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
FosA4	3003210	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	2.00	4.00	30.94	129.00	11.00	0	0	0	0	N/A	N/A		417	fosfomycin thiol transferase	fosfomycin	antibiotic inactivation
vanA	3000010	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	1.00	0.00	1.00	10.76	111.00	37.00	0	0	0	0	N/A	N/A	vanX_gene_in_vanA_cluster (1)	1032	glycopeptide resistance gene cluster; Van ligase	glycopeptide antibiotic	antibiotic target alteration
QnrA1	3002707	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	7.00	1.00	8.00	87.98	578.00	18.50	0	0	0	0	N/A	N/A	QnrA6 (1); cmlA6 (1)	657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
otrC	3002894	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces rimosus	7.00	7.00	14.00	27.18	287.00	11.00	0	0	0	0	N/A	N/A		1056	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
dfrA1	3002854	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	249.00	115.00	364.00	100.00	474.00	20.01	0	0	0	0	N/A	N/A	RSA-1 (1); AAC(6')-Ib7 (1); aadA23 (1); GES-9 (1); GES-2 (1); GES-15 (1); GES-43 (1); GES-28 (1); GES-7 (1); aadA8 (1); aadA21 (1); GES-21 (1); aadA12 (1); SAT-2 (1); ANT(3'')-IIa (1); qacE (1); qacEdelta1 (1); APH(6)-Id (1)	474	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
tlrC	3002827	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces fradiae	141.00	139.00	280.00	16.39	270.00	8.78	0	0	0	0	N/A	N/A		1647	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic; lincosamide antibiotic	antibiotic target protection
TEM-215	3001392	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	1.00	2.00	17.54	151.00	0.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
aadA6	3002606	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	874.00	552.00	1426.00	100.00	846.00	4.24	0	0	0	0	N/A	N/A	aadA6/aadA10 (1); OXA-233 (1); qacL (1); OXA-226 (1); OXA-539 (1); OXA-32 (1); aadA11 (1); OXA-838 (1); OXA-368 (1); ANT(3'')-Ii-AAC(6')-IId_fusion_protein (1); qacEdelta1 (1); aadA8 (1); OXA-2 (1); OXA-541 (1); OXA-36 (1); OXA-737 (1); OXA-681 (1); OXA-543 (1); aadA10 (1); sul1 (1); qacE (1); OXA-10 (1); OXA-256 (1); OXA-921 (1); cmlA5 (1); cmlA6 (1); aadA (1); aadA21 (1); aadA17 (1); aadA12 (1); aadA22 (1); aadA25 (1); aadA15 (1); ANT(3'')-IIa (1); aadA23 (1); OXA-836 (1); OXA-795 (1); OXA-732 (1); OXA-17 (1); OXA-56 (1); OXA-520 (1); aadA13 (1); dfrA7 (1); OXA-794 (1); aadA8b (1); ANT(2'')-Ia (1); AAC(6')-Ib7 (1); AAC(6')-Ib11 (1); IDC-1 (1); dfrA14 (1); arr-2 (1); aadA24 (1); cmlA1 (1); GES-17 (1)	846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
QnrB60	3002773	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	1.00	1.00	2.00	20.78	134.00	0.50	0	0	0	0	N/A	N/A		645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
DHA-3	3002134	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	3.00	0.00	3.00	34.65	395.00	1.00	0	0	0	0	N/A	N/A	DHA-27 (1)	1140	DHA beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
tetO	3000190	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter jejuni	637.00	105.00	742.00	100.00	1920.00	36.44	0	0	0	0	N/A	N/A	tet32 (1); tet(40) (1)	1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
TEM-57	3000926	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	35.08	302.00	1.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
TEM-108	3000971	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	1.00	0.00	1.00	17.54	151.00	1.00	0	0	0	0	N/A	N/A	TEM-10 (1)	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
tetT	3000193	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pyogenes	421.00	109.00	530.00	100.00	1956.00	29.82	0	0	0	0	N/A	N/A		1956	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
aadA8	3002608	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	281.00	72.00	353.00	100.00	792.00	3.70	0	0	0	0	N/A	N/A	aadA8b (1); aadA2 (1); GES-27 (1); GES-22 (1); GES-3 (1); OXA-129 (1); aadA17 (1); OXA-251 (1); aadA3 (1); GES-19 (1); GES-33 (1); GES-1 (1); aadA6 (1); aadA12 (1); GES-30 (1); OXA-675 (1); GES-6 (1); GES-15 (1); GES-39 (1); OXA-17 (1); aadA15 (1); OXA-53 (1); GES-5 (1); AAC(6')-Ib7 (1); GES-14 (1); OXA-794 (1); aadA22 (1); aadA25 (1); GES-20 (1); aadA23 (1); ANT(3'')-IIa (1); qacEdelta1 (1); aadA (1); dfrA1 (1); dfrA14 (1); qacE (1); aadA24 (1); cmlA5 (1); sul1 (1); aadA21 (1); cmlA6 (1); OXA-932 (1); OXA-210 (1); lnuF (1); arr-3 (1); OXA-544 (1); OXA-15 (1)	792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
dfrA15	3003013	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	25.00	11.00	36.00	100.00	474.00	5.28	0	0	0	0	N/A	N/A	AAC(6')-Ib7 (1); aadA22 (1); ANT(3'')-IIa (1); cmlA5 (1); sul1 (1); aadA24 (1)	474	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
dfrA7	3002862	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	291.00	114.00	405.00	100.00	474.00	18.46	0	0	0	0	N/A	N/A	qacEdelta1 (1); AAC(6')-Ib' (1); GES-14 (1); AAC(6')-Ib (1); AAC(6')-Ib7 (1); AAC(6')-Ib4 (1); GES-34 (1); GES-12 (1); AAC(3)-Ib/AAC(6')-Ib'' (1); GES-38 (1); GES-16 (1); GES-5 (1); GES-39 (1); GES-18 (1); AAC(6')-30/AAC(6')-Ib'_fusion_protein (1); qacE (1); GES-3 (1); AAC(6')-Ib-cr4 (1); AAC(6')-Ib9 (1); AAC(6')-Ib-Hangzhou (1); GES-45 (1); GES-25 (1); GES-17 (1); GES-1 (1); sul1 (1); aadA6 (1)	474	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
msrC	3002819	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	16.00	4.00	20.00	78.16	1156.00	34.75	0	0	0	0	N/A	N/A		1479	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target protection
