ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
aadA8	3002608	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	200.00	70.00	270.00	100.00	792.00	3.46	0	0	0	0	N/A	N/A	GES-30 (1); OXA-935 (1); aadA2 (1); dfrA12 (1); aadA3 (1); OXA-10 (1); aadA17 (1); aadA15 (1); GES-40 (1); OXA-795 (1); GES-45 (1); OXA-129 (1); GES-3 (1); AAC(6')-Ib7 (1); aadA12 (1); aadA8b (1); qacEdelta1 (1); EreA (1); aadA (1); ANT(3'')-IIa (1); dfrA15 (1); OXA-47 (1); dfrA1 (1); lnuF (1); aadA24 (1); qacE (1); aadA21 (1); aadA22 (1); OXA-539 (1); dfrA14 (1); OXA-119 (1); OXA-141 (1)	792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
QnrB72	3002784	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter sp.	1.00	1.00	2.00	5.12	33.00	0.00	0	0	0	0	N/A	N/A		645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
dfrA15	3003013	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	29.00	6.00	35.00	100.00	474.00	6.06	0	0	0	0	N/A	N/A	AAC(6')-Ib4 (1); AAC(6')-Ib7 (1); aadA8 (1); qacEdelta1 (1); cmlA5 (1); cmlA4 (1)	474	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
dfrA7	3002862	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	82.00	25.00	107.00	100.00	474.00	18.79	0	0	0	0	N/A	N/A	cmlA6 (1); AAC(6')-Ib7 (1); AAC(6')-Ib (1); GES-25 (1); GES-2 (1); AAC(6')-Ib4 (1); qacE (1); aadA6 (1); aadA4 (1); qacEdelta1 (1); sul1 (1)	474	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
msrC	3002819	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	8.00	0.00	8.00	37.12	549.00	39.50	0	0	0	0	N/A	N/A		1479	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target protection
mdtO	3003549	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	156.00	1.00	157.00	100.00	2052.00	43.24	0	0	0	0	N/A	N/A	mdtN (1); mdtP (1)	2052	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
pp-flo	3002812	protein homolog model	CARD	1	100.0	no data	no data	Photobacterium damselae	24.00	4.00	28.00	68.80	774.00	0.68	0	0	0	0	N/A	N/A	floR (1)	1125	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
mphC	3000319	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	1.00	1.00	2.00	16.78	151.00	22.00	0	0	0	0	N/A	N/A		900	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
AAC(6')-Ib8	3002579	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	34.00	8.00	42.00	85.55	580.00	1.43	0	0	0	0	N/A	N/A	GES-31 (1); QnrVC5 (1); cmlA5 (1); cmlA6 (1); arr-3 (1); AAC(6')-Ib7 (1); ANT(3'')-IIa (1); cmlA1 (1)	678	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
patA	3000024	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	1.00	1.00	2.00	3.72	63.00	11.00	0	0	0	0	N/A	N/A		1695	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
aadA13	3002613	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	190.00	59.00	249.00	100.00	798.00	20.45	0	0	0	0	N/A	N/A	qacL (1); OXA-675 (1); aadA6 (1); aadA25 (1); OXA-392 (1); ANT(3'')-IIa (1); aadA23 (1); OXA-676 (1); OXA-19 (1); aadA24 (1); qacE (1); OXA-205 (1); BEL-2 (1); BEL-1 (1); BEL-4 (1); BEL-3 (1); qacEdelta1 (1)	798	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
patB	3000025	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	2.00	2.00	4.00	3.74	66.00	11.00	0	0	0	0	N/A	N/A		1767	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
APH(3')-IIa	3002644	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	6.00	2.00	8.00	74.72	594.00	29.88	0	0	0	0	N/A	N/A	BLMT (1)	795	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Ib7	3002578	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	1871.00	1197.00	3068.00	100.00	786.00	12.12	0	0	0	0	N/A	N/A	GES-3 (1); cmlA5 (1); GES-35 (1); aadA6 (1); GES-43 (1); dfrA14 (1); qacL (1); arr-8 (1); sul1 (1); GES-46 (1); dfrA15 (1); dfrA1 (1); QnrVC4 (1); GES-12 (1); GES-28 (1); GES-24 (1); GES-2 (1); GES-11 (1); GES-9 (1); OXA-240 (1); OXA-205 (1); OXA-415 (1); GES-30 (1); ANT(2'')-Ia (1); catB2 (1); GES-45 (1); GES-22 (1); dfrA15b (1); GES-34 (1); GES-21 (1); GES-36 (1); dfrA5 (1); dfrA22 (1); GES-42 (1); OXA-732 (1); qacE (1); GES-8 (1); GES-29 (1); aadA8b (1); arr-3 (1); GES-40 (1); dfrA21 (1); qacEdelta1 (1); dfrA7 (1); OXA-539 (1); aadA2 (1); GES-19 (1); GES-7 (1); OXA-251 (1); GES-1 (1); aadA12 (1); aadA8 (1); GES-15 (1); catB3 (1); GES-18 (1); QnrVC5 (1); OXA-129 (1); cmlA6 (1); GES-38 (1); arr-2 (1); OXA-836 (1); OXA-824 (1); VEB-10 (1); GES-31 (1); OXA-161 (1); GES-6 (1); IMP-61 (1); aadA4 (1); OXA-827 (1); OXA-320 (1); AAC(6')-29a (1); QnrVC3 (1); GES-37 (1); EreA (1); dfrB2 (1); RSA-1 (1); CARB-52 (1); OXA-11 (1); OXA-3 (1); GES-13 (1); GES-20 (1); GES-26 (1); GES-27 (1); dfrB5 (1); aadA3 (1); VEB-7 (1); dfrA17 (1); GES-25 (1); OXA-21 (1); VEB-26 (1); aadA6/aadA10 (1); AAC(6')-Il (1); VEB-9 (1); GES-5 (1); OXA-838 (1); OXA-34 (1); GES-14 (1); aadA16 (1); OXA-368 (1); OXA-454 (1); OXA-47 (1); VEB-14 (1); OXA-675 (1); OXA-823 (1); GES-16 (1); GES-33 (1); OXA-74 (1); QnrVC1 (1); VEB-21 (1); GES-39 (1); catB8 (1); cmlA4 (1); AAC(6')-Ib8 (1); AAC(6')-Ib (1); AAC(6')-Ib9 (1); ANT(3'')-IIa (1)	786	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
Escherichia coli ampC1 beta-lactamase	3004611	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	75.00	19.00	94.00	100.00	1305.00	33.68	0	0	0	0	N/A	N/A		1305	ampC-type beta-lactamase	cephalosporin; penam	antibiotic inactivation
Escherichia coli folP with mutation conferring resistance to sulfonamides	3003386	protein variant model	CARD	1	100.0	no data	no data	Escherichia coli	122.00	44.00	166.00	100.00	849.00	24.73	0	0	0	0	N/A	N/A		849	sulfonamide resistant dihydropteroate synthase folP	sulfonamide antibiotic	antibiotic target alteration
tet(33)	3000478	protein homolog model	CARD	1	100.0	no data	no data	Corynebacterium glutamicum	12.00	2.00	14.00	84.72	1037.00	36.57	0	0	0	0	N/A	N/A		1224	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
mtrR	3000817	protein variant model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	1.00	1.00	2.00	11.53	73.00	0.00	0	0	0	0	N/A	N/A		633	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam; antibacterial free fatty acids	antibiotic efflux
Staphylococcus aureus rpoB mutants conferring resistance to rifampicin	3003285	protein variant model	CARD	1	100.0	no data	no data	Staphylococcus aureus	107.00	78.00	185.00	54.73	1944.00	0.02	0	0	0	0	N/A	N/A	rpoB2 (1)	3552	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
Escherichia coli gyrB conferring resistance to aminocoumarin	3003303	protein variant model	CARD	1	100.0	no data	no data	Escherichia coli	1225.00	493.00	1718.00	100.00	2415.00	9.92	0	0	0	0	N/A	N/A	Salmonella_serovars_gyrB_conferring_resistance_to_fluoroquinolones (1); Morganella_morganii_gyrB_conferring_resistance_to_fluoroquinolones (1); Neisseria_gonorrhoeae_gyrB_conferring_resistance_to_zoliflodacin (1); Bartonella_bacilliformis_gyrB_conferring_resistance_to_aminocoumarin (1)	2415	aminocoumarin resistant gyrB	aminocoumarin antibiotic	antibiotic target alteration
Staphylococcus aureus parE conferring resistance to fluoroquinolones	3003315	protein variant model	CARD	1	100.0	no data	no data	Staphylococcus aureus	55.00	51.00	106.00	28.03	560.00	8.42	0	0	0	0	N/A	N/A		1998	fluoroquinolone resistant parE	fluoroquinolone antibiotic	antibiotic target alteration
Staphylococcus aureus pgsA mutations conferring resistance to daptomycin	3003323	protein variant model	CARD	1	100.0	no data	no data	Staphylococcus aureus	5.00	5.00	10.00	12.44	72.00	0.00	0	0	0	0	N/A	N/A		579	daptomycin resistant pgsA	peptide antibiotic	antibiotic target alteration
Mycobacterium tuberculosis gidB mutation conferring resistance to streptomycin	3003470	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	1.00	1.00	2.00	7.70	52.00	11.00	0	0	0	0	N/A	N/A		675	antibiotic resistant gidB	aminoglycoside antibiotic	antibiotic target alteration
PmrF	3003578	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	79.00	21.00	100.00	100.00	969.00	29.70	0	0	0	0	N/A	N/A		969	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
Mycobacterium tuberculosis embB mutant conferring resistance to ethambutol	3003326	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	37.00	14.00	51.00	61.42	2025.00	0.10	0	0	0	0	N/A	N/A	Mycobacterium_tuberculosis_embA_mutant_conferring_resistance_to_ethambutol (1); Mycobacterium_tuberculosis_embB_with_mutation_conferring_resistance_to_rifampicin (1)	3297	ethambutol resistant embB	polyamine antibiotic	antibiotic target alteration
Mycobacterium tuberculosis iniA mutant conferring resistance to ethambutol	3003448	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	12.00	6.00	18.00	37.86	728.00	14.67	0	0	0	0	N/A	N/A		1923	Ethambutol resistant iniA	polyamine antibiotic	antibiotic target alteration; antibiotic efflux
Mycobacterium tuberculosis iniC mutant conferring resistance to ethambutol	3003451	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	21.00	9.00	30.00	49.60	735.00	15.80	0	0	0	0	N/A	N/A		1482	Ethambutol resistant iniC	polyamine antibiotic	antibiotic target alteration; antibiotic efflux
Klebsiella pneumoniae ramR mutants	3003380	protein variant model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	59.00	25.00	84.00	100.00	582.00	27.81	0	0	0	0	N/A	N/A		582	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux
Escherichia coli rpoB mutants conferring resistance to rifampicin	3003288	protein variant model	CARD	1	100.0	no data	no data	Escherichia coli	4965.00	2020.00	6985.00	100.00	4029.00	18.37	0	0	0	0	N/A	N/A	Mycobacterium_tuberculosis_rpoB_mutants_conferring_resistance_to_rifampicin (1); rpoB2 (1); Mycobacterium_leprae_rpoB_mutations_conferring_resistance_to_rifampicin (1); Bifidobacterium_adolescentis_rpoB_mutants_conferring_resistance_to_rifampicin (1)	4029	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
Enterococcus faecium liaR mutant conferring daptomycin resistance	3003078	protein variant model	CARD	1	100.0	no data	no data	Enterococcus faecium	3.00	0.00	3.00	50.87	322.00	29.33	0	0	0	0	N/A	N/A	Enterococcus_faecium_liaS_mutant_conferring_daptomycin_resistance (1)	633	daptomycin resistant liaR	peptide antibiotic	antibiotic target alteration; antibiotic efflux
Staphylococcus aureus rpoC conferring resistance to daptomycin	3003291	protein variant model	CARD	1	100.0	no data	no data	Staphylococcus aureus	1063.00	846.00	1909.00	52.73	1911.00	12.00	0	0	0	0	N/A	N/A	Clostridioides_difficile_rpoB_with_mutation_conferring_resistance_to_rifampicin (1); Clostridioides_difficile_rpoC_with_mutation_conferring_resistance_to_vancomycin (1)	3624	daptomycin-resistant beta prime subunit of RNA polymerase (rpoC)	peptide antibiotic	antibiotic target alteration
Mycobacterium tuberculosis pncA mutations conferring resistance to pyrazinamide	3003394	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	28.00	24.00	52.00	81.46	457.00	11.88	0	0	0	0	N/A	N/A		561	Pyrazinamide resistant pncA	pyrazinamide	antibiotic target alteration
Bartonella bacilliformis gyrA conferring resistance to fluoroquinolones	3003297	protein variant model	CARD	1	100.0	no data	no data	Bartonella bacilliformis	21.00	18.00	39.00	10.73	299.00	11.00	0	0	0	0	N/A	N/A	Salmonella_enterica_gyrA_with_mutation_conferring_resistance_to_triclosan (1)	2787	fluoroquinolone resistant gyrA	fluoroquinolone antibiotic	antibiotic target alteration
Staphylococcus aureus rpoB mutants conferring resistance to daptomycin	3003287	protein variant model	CARD	1	100.0	no data	no data	Staphylococcus aureus	126.00	100.00	226.00	51.52	1830.00	0.00	0	0	0	0	N/A	N/A		3552	daptomycin resistant beta-subunit of RNA polymerase (rpoB)	peptide antibiotic; rifamycin antibiotic	antibiotic target alteration
Enterococcus faecium liaS mutant conferring daptomycin resistance	3003079	protein variant model	CARD	1	100.0	no data	no data	Enterococcus faecium	1.00	0.00	1.00	13.76	147.00	44.00	0	0	0	0	N/A	N/A	Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance (1)	1068	daptomycin resistant liaS	peptide antibiotic	antibiotic target alteration; antibiotic efflux
Staphylococcus aureus gyrA conferring resistance to fluoroquinolones	3003296	protein variant model	CARD	1	100.0	no data	no data	Staphylococcus	27.00	23.00	50.00	25.53	680.00	11.88	0	0	0	0	N/A	N/A		2664	fluoroquinolone resistant gyrA	fluoroquinolone antibiotic	antibiotic target alteration
Enterococcus faecium cls conferring resistance to daptomycin	3003092	protein variant model	CARD	1	100.0	no data	no data	Enterococcus faecium	6.00	2.00	8.00	31.06	451.00	32.50	0	0	0	0	N/A	N/A		1452	daptomycin resistant cls	peptide antibiotic	antibiotic target alteration
Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid	3003392	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	178.00	94.00	272.00	74.49	1656.00	0.00	0	0	0	0	N/A	N/A	Mycobacterium_tuberculosis_katG_mutations_conferring_resistance_to_prothionamide (1)	2223	isoniazid resistant katG	isoniazid	antibiotic target alteration
Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	3003395	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	389.00	347.00	736.00	100.00	375.00	12.54	0	0	0	0	N/A	N/A		375	antibiotic-resistant rpsL	aminoglycoside antibiotic	antibiotic target alteration
Mycobacterium tuberculosis rpoB mutants conferring resistance to rifampicin	3003283	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	1301.00	569.00	1870.00	97.98	3448.00	10.30	0	0	0	0	N/A	N/A	rpoB2 (1); Bifidobacterium_adolescentis_rpoB_mutants_conferring_resistance_to_rifampicin (1); Mycobacterium_leprae_rpoB_mutations_conferring_resistance_to_rifampicin (1); Escherichia_coli_rpoB_mutants_conferring_resistance_to_rifampicin (1)	3519	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
Klebsiella mutant PhoP conferring antibiotic resistance to colistin	3003585	protein variant model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	87.00	39.00	126.00	100.00	672.00	21.45	0	0	0	0	N/A	N/A		672	ATP-binding cassette (ABC) antibiotic efflux pump; pmr phosphoethanolamine transferase	macrolide antibiotic; peptide antibiotic	antibiotic target alteration; antibiotic efflux
Mycobacterium tuberculosis embR mutant conferring resistance to ethambutol	3003455	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	3.00	1.00	4.00	15.77	184.00	16.50	0	0	0	0	N/A	N/A		1167	ethambutol resistant embR	polyamine antibiotic	antibiotic target alteration
Mycobacterium tuberculosis embA mutant conferring resistance to ethambutol	3003453	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	81.00	22.00	103.00	77.96	2561.00	18.25	0	0	0	0	N/A	N/A	Mycobacterium_tuberculosis_variant_bovis_embB_with_mutation_conferring_resistance_to_ethambutol (1); Mycobacterium_tuberculosis_embB_mutant_conferring_resistance_to_ethambutol (1)	3285	ethambutol resistant embA	polyamine antibiotic	antibiotic target alteration
Bartonella bacilliformis gyrB conferring resistance to aminocoumarin	3003302	protein variant model	CARD	1	100.0	no data	no data	Bartonella bacilliformis	254.00	212.00	466.00	18.72	455.00	11.99	0	0	0	0	N/A	N/A	Clostridioides_difficile_gyrB_conferring_resistance_to_fluoroquinolones (1); Escherichia_coli_gyrB_conferring_resistance_to_aminocoumarin (1)	2430	aminocoumarin resistant gyrB	aminocoumarin antibiotic	antibiotic target alteration
Mycobacterium tuberculosis inhA mutations conferring resistance to isoniazid	3003393	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	58.00	24.00	82.00	98.52	798.00	19.89	0	0	0	0	N/A	N/A		810	isoniazid resistant inhA	isoniazid	antibiotic target alteration
Staphylococcus aureus gyrB conferring resistance to aminocoumarin	3003301	protein variant model	CARD	1	100.0	no data	no data	Staphylococcus aureus	55.00	47.00	102.00	33.75	652.00	9.67	0	0	0	0	N/A	N/A		1932	aminocoumarin resistant gyrB	aminocoumarin antibiotic	antibiotic target alteration
Mycobacterium tuberculosis tlyA mutations conferring resistance to aminoglycosides	3003445	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	10.00	0.00	10.00	68.65	554.00	22.00	0	0	0	0	N/A	N/A		807	Antibiotic resistant tlyA	aminoglycoside antibiotic	antibiotic target alteration
Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	3003295	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	580.00	242.00	822.00	96.50	2429.00	15.58	0	0	0	0	N/A	N/A	Mycobacterium_tuberculosis_gyrB_mutant_conferring_resistance_to_fluoroquinolones (1); Burkholderia_dolosa_gyrA_conferring_resistance_to_fluoroquinolones (1); Neisseria_gonorrhoeae_gyrA_conferring_resistance_to_fluoroquinolones (1); Pseudomonas_aeruginosa_gyrA_conferring_resistance_to_fluoroquinolones (1); Cutibacterium_acnes_gyrA_conferring_resistance_to_fluoroquinolones (1); Escherichia_coli_parC_conferring_resistance_to_fluoroquinolones (1); Neisseria_gonorrhoeae_parC_conferring_resistance_to_fluoroquinolones (1); Pseudomonas_aeruginosa_gyrA_and_parC_conferring_resistance_to_fluoroquinolones (1); Mycobacterium_leprae_gyrA_conferring_resistance_to_fluoroquinolones (1)	2517	fluoroquinolone resistant gyrA	fluoroquinolone antibiotic	antibiotic target alteration
Mycobacterium tuberculosis kasA mutant conferring resistance to isoniazid	3003463	protein variant model	CARD	1	100.0	no data	no data	Mycobacterium tuberculosis	110.00	50.00	160.00	99.36	1243.00	16.62	0	0	0	0	N/A	N/A		1251	antibiotic resistant kasA	isoniazid	antibiotic target alteration
Escherichia coli 16S rRNA mutation conferring resistance to edeine	3003223	rRNA gene variant model	CARD	1	100.0	no data	no data	Escherichia coli	1529.00	369.00	1898.00	100.00	1542.00	0.38	0	0	0	0	N/A	N/A	Escherichia_coli_16S_rRNA_(rrsH)_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_tobramycin (1); Escherichia_coli_16S_rRNA_(rrsC)_mutation_conferring_resistance_to_kasugamicin (1); Neisseria_gonorrhoeae_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_tetracycline (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_paromomycin (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_tobramycin (1); Salmonella_enterica_16S_rRNA_(rrsD)_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_G418 (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_neomycin (1); Helicobacter_pylori_16S_rRNA_mutation_conferring_resistance_to_tetracycline (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_streptomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_streptomycin (1); Borreliella_burgdorferi_16S_rRNA_mutation_conferring_resistance_to_gentamicin (1); Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_capreomycin (1); Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_spectinomycin (1); Pasteurella_multocida_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_kanamycin_A (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_spectinomycin (1); Mycobacteroides_abscessus_16S_rRNA_mutation_conferring_resistance_to_tobramycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_neomycin (1); Neisseria_meningitidis_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_tetracycline (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_kanamycin_A (1); Chlamydophila_psittaci_16S_rRNA_mutation_conferring_resistance_to_spectinomycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_kanamycin_A (1); Chlamydomonas_reinhardtii_16S_rRNA_(rrnS)_mutation_conferring_resistance_to_streptomycin (1); Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_gentamicin_C (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_viomycin (1); Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_clindamycin (1); Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_clarithromycin (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_hygromycin_B (1); Mycolicibacterium_smegmatis_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_hygromycin_B (1); Escherichia_coli_23S_rRNA_with_mutation_conferring_resistance_to_chloramphenicol (1); Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_kanamycin_A (1); Clostridioides_difficile_23S_rRNA_with_mutation_conferring_resistance_to_erythromycin_and_clindamycin (1)	1542	16s rRNA with mutation conferring resistance to peptide antibiotics	peptide antibiotic	antibiotic target alteration
